"formula","material_ID","Li_Chempot_Min","Li_Chempot_Max","max_oxidation_state","min_oxidation_state","Eng-maxOxi","Eng-minOXi","MagpieData minimum Number","MagpieData maximum Number","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData mode Number","MagpieData minimum MendeleevNumber","MagpieData maximum MendeleevNumber","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData mode MendeleevNumber","MagpieData minimum AtomicWeight","MagpieData maximum AtomicWeight","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData mode AtomicWeight","MagpieData minimum MeltingT","MagpieData maximum MeltingT","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData mode MeltingT","MagpieData minimum Column","MagpieData maximum Column","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData mode Column","MagpieData minimum Row","MagpieData maximum Row","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData mode Row","MagpieData minimum CovalentRadius","MagpieData maximum CovalentRadius","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData mode CovalentRadius","MagpieData minimum Electronegativity","MagpieData maximum Electronegativity","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData mode Electronegativity","MagpieData minimum NsValence","MagpieData maximum NsValence","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData mode NsValence","MagpieData minimum NpValence","MagpieData maximum NpValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData mode NpValence","MagpieData minimum NdValence","MagpieData maximum NdValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData mode NdValence","MagpieData minimum NfValence","MagpieData maximum NfValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData mode NfValence","MagpieData minimum NValence","MagpieData maximum NValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData mode NValence","MagpieData minimum NsUnfilled","MagpieData maximum NsUnfilled","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData mode NsUnfilled","MagpieData minimum NpUnfilled","MagpieData maximum NpUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData mode NpUnfilled","MagpieData minimum NdUnfilled","MagpieData maximum NdUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData mode NdUnfilled","MagpieData minimum NfUnfilled","MagpieData maximum NfUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData mode NfUnfilled","MagpieData minimum NUnfilled","MagpieData maximum NUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData mode NUnfilled","MagpieData minimum GSvolume_pa","MagpieData maximum GSvolume_pa","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData mode GSvolume_pa","MagpieData minimum GSbandgap","MagpieData maximum GSbandgap","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData mode GSbandgap","MagpieData minimum GSmagmom","MagpieData maximum GSmagmom","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData mode GSmagmom","MagpieData minimum SpaceGroupNumber","MagpieData maximum SpaceGroupNumber","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","MagpieData mode SpaceGroupNumber"
"K2LiAlF6","mp-15549",6.1328145622848,0.785032491212355,3,-1,8.433,2.811,3,19,16,10.8,3.72,9,1,93,92,63.8,36.88,93,6.941,39.0983,32.1573,22.61095578,7.469054252,18.9984032,53.5,933.47,879.97,238.122,221.5464,53.5,1,17,16,11.8,6.48,17,2,4,2,2.5,0.7,2,57,203,146,99.7,51.24,57,0.82,3.98,3.16,2.811,1.4028,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.4,0.72,1,9.7075,73.1066666667,63.3991666667,23.75316666667,19.741400000012,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,100.2,102.24,15
"LiMnP2O7","mp-26379",4.17416781031644,3.87641775561345,5,-2,14.0863636363636,5.63454545454545,3,25,22,10.3636363636364,4.34710743801653,8,1,87,86,75.2727272727273,17.7355371900826,87,6.941,54.938045,47.997045,21.4383971818182,9.55825044628099,15.9994,54.8,1519,1464.2,271.899090909091,276.307933884298,54.8,1,16,15,13.6363636363636,3.50413223140496,16,2,4,2,2.36363636363636,0.528925619834711,2,66,139,73,85.7272727272727,25.1074380165289,66,0.98,3.44,2.46,2.81727272727273,0.792561983471074,3.44,1,2,1,1.90909090909091,0.165289256198347,2,0,4,4,3.09090909090909,1.15702479338843,4,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,7,6,5.45454545454545,0.975206611570248,6,0,1,1,0.090909090909091,0.165289256198347,0,0,3,3,1.81818181818182,0.661157024793388,2,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,5,4,2.36363636363636,0.710743801652893,2,9.105,22.5702380952,13.4652380952,12.3596723391455,4.48268954659339,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0.000310120689655,0.000310120689655,2.81927899686364E-05,5.12596181247934E-05,0,2,229,227,48.5454545454545,63.4380165289256,12
"LiSc(WO4)2","mp-1211126",3.7368729883509,2.27615073911671,6,-2,17.29,5.76333333333333,3,74,71,19.6666666666667,18.3333333333333,8,1,87,86,67.5,26,87,6.941,183.84,176.899,45.6310093333333,46.0696635555556,15.9994,54.8,3695,3640.2,841.340833333333,1113.32958333333,54.8,1,16,15,12,5.33333333333333,16,2,6,4,2.83333333333333,1.25,2,66,170,104,95.8333333333333,39.7777777777778,66,0.98,3.44,2.46,2.88166666666667,0.744444444444444,3.44,1,2,1,1.91666666666667,0.152777777777778,2,0,4,4,2.66666666666667,1.77777777777778,4,0,4,4,0.75,1.125,0,0,14,14,2.33333333333333,3.88888888888889,0,1,20,19,7.66666666666667,4.11111111111111,6,0,1,1,0.083333333333333,0.152777777777778,0,0,2,2,1.33333333333333,0.888888888888889,2,0,9,9,1.75,2.625,0,0,0,0,0,0,0,1,9,8,3.16666666666667,1.91666666666667,2,9.105,22.235,13.13,11.9806944444417,3.83425925925556,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,5.29166666666667E-07,9.70138888888889E-07,0,12,229,217,81.4166666666667,92.5555555555555,12
"LiSn2(PO4)3","mp-850532",4.17681222209554,2.71391922733632,5,-2,14.6527777777778,5.86111111111111,3,50,47,13.5555555555556,8.58024691358025,8,1,87,86,80.7777777777778,9.03703703703704,87,6.941,118.71,111.769,29.4041714444444,20.3689365308642,15.9994,54.8,505.08,450.28,170.741666666667,154.588888888889,54.8,1,16,15,14.7777777777778,1.7037037037037,16,2,5,3,2.5,0.722222222222222,2,66,139,73,84.3888888888889,24.5185185185185,66,0.98,3.44,2.46,2.93055555555556,0.679259259259259,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.38888888888889,0.814814814814815,4,0,10,10,1.11111111111111,1.97530864197531,0,0,0,0,0,0,0,1,14,13,6.44444444444444,1.67901234567901,6,0,1,1,0.055555555555556,0.104938271604938,0,0,4,4,2.27777777777778,0.623456790123457,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.33333333333333,0.592592592592593,2,9.105,33.285,24.18,14.4518915343833,7.12918871251111,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,0,0,0,0,0,2,229,227,36.7222222222222,44.537037037037,12
"NaLiCO3","mp-559533",3.95588753885206,1.15152258054177,4,-2,9.85333333333333,4.92666666666667,3,11,8,7.33333333333333,1.88888888888889,8,1,87,86,56.8333333333333,36.8888888888889,87,6.941,22.98976928,16.04876928,14.98994488,3.67606325333333,15.9994,54.8,3823,3768.2,801.993333333333,1007.00222222222,54.8,1,16,15,10.6666666666667,6.44444444444444,16,2,3,1,2.16666666666667,0.277777777777778,2,66,166,100,94.6666666666667,34.8888888888889,66,0.93,3.44,2.51,2.46333333333333,1.00555555555556,3.44,1,2,1,1.66666666666667,0.444444444444444,2,0,4,4,2.33333333333333,1.66666666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,2,6,0,1,1,0.333333333333333,0.444444444444444,0,0,4,4,1.66666666666667,1.11111111111111,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0.666666666666667,2,5.64,29.2433333333,23.6033333333,13.1319444444333,6.52425925924444,9.105,0,4.496,4.496,0.749333333333333,1.24888888888889,0,0,0,0,0,0,0,12,229,217,114.666666666667,102.666666666667,12
"LiFe(GeO3)2","mp-1188169",3.72545038868317,2.76497899662438,4,-2,10.988,5.494,3,32,29,14.1,9.54,8,1,87,86,73.6,18.24,87,6.941,72.64,65.699,30.40624,21.981256,15.9994,54.8,1811,1756.2,501.629,545.7826,54.8,1,16,15,13.3,3.52,16,2,4,2,2.6,0.84,2,66,132,66,89.6,28.32,66,0.98,3.44,2.46,2.747,0.8316,3.44,1,2,1,1.9,0.18,2,0,4,4,2.8,1.44,4,0,10,10,2.6,3.64,0,0,0,0,0,0,0,1,14,13,7.3,2.82,6,0,1,1,0.1,0.18,0,0,4,4,2,0.8,2,0,4,4,0.4,0.72,0,0,0,0,0,0,0,1,4,3,2.5,0.9,2,9.105,23.005,13.9,12.79633333333,4.842866666662,9.105,0,0.383,0.383,0.0766,0.12256,0,0,2.1106628,2.1106628,0.21106628,0.379919304,0,12,229,217,98,103.2,12
"Cs2LiTbCl6","mp-1112669",4.21275168531838,0.421834558940407,3,-1,6.819,2.273,3,65,62,28,18.2,17,1,94,93,60.4,40.32,94,6.941,158.92535,151.98435,64.43952538,46.283535532,35.453,171.6,1629,1457.4,371.547,267.9192,171.6,1,17,16,10.8,7.44,17,2,6,4,3.8,1.32,3,102,244,142,142.2,51.08,102,0.79,3.16,2.37,2.273,1.0644,3.16,1,2,1,1.7,0.42,2,0,5,5,3,2.4,5,0,0,0,0,0,0,0,9,9,0.9,1.62,0,1,11,10,5.6,2.76,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0,0,0,0,5,5,0.5,0.9,0,1,5,4,1.4,0.72,1,16.5933333333,115.765,99.1716666667,42.6845,29.2322,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0,0,0,0,0,64,229,165,126.5,75,64
"KLiSO4","mp-6318",4.28407560771066,1.53440407598302,6,-2,15.5485714285714,5.18285714285714,3,19,16,10,4.28571428571429,8,1,88,87,62.8571428571429,34.7755102040816,87,6.941,39.0983,32.1573,20.3002714285714,8.73221632653061,15.9994,54.8,453.69,398.89,199.682857142857,165.580408163265,54.8,1,16,15,11.7142857142857,6.12244897959184,16,2,4,2,2.42857142857143,0.612244897959184,2,66,203,137,100,38.8571428571429,66,0.82,3.44,2.62,2.59142857142857,0.969795918367347,3.44,1,2,1,1.71428571428571,0.408163265306122,2,0,4,4,2.85714285714286,1.63265306122449,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.57142857142857,2.04081632653061,6,0,1,1,0.285714285714286,0.408163265306122,0,0,2,2,1.42857142857143,0.816326530612245,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.71428571428571,0.408163265306122,2,9.105,73.1066666667,64.0016666667,21.7009821428571,15.8547363945673,9.105,0,2.202,2.202,0.314571428571429,0.539265306122449,0,0,0,0,0,0,0,12,229,217,82.2857142857143,83.8367346938776,12
"LiVCdF6","mp-1210866",4.01846211726407,2.58333093621001,3,-1,9.39333333333333,3.13111111111111,3,48,45,14.2222222222222,9.45679012345679,9,1,93,92,75,24,93,6.941,112.411,105.47,31.5871021333333,22.2618434962963,18.9984032,53.5,2183,2129.5,394.656666666667,454.875555555556,53.5,1,17,16,13.3333333333333,4.88888888888889,17,2,5,3,2.55555555555556,0.864197530864197,2,57,153,96,85.2222222222222,37.6296296296296,57,0.98,3.98,3,3.13111111111111,1.13185185185185,3.98,1,2,1,1.88888888888889,0.197530864197531,2,0,5,5,3.33333333333333,2.22222222222222,5,0,10,10,1.44444444444444,2.24691358024691,0,0,0,0,0,0,0,1,12,11,6.66666666666667,1.62962962962963,7,0,1,1,0.111111111111111,0.197530864197531,0,0,1,1,0.666666666666667,0.444444444444444,1,0,7,7,0.777777777777778,1.38271604938272,0,0,0,0,0,0,0,0,7,7,1.55555555555556,1.20987654320988,1,9.7075,19.495,9.7875,11.9270370370333,2.95938271604444,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,82.4444444444444,89.9259259259259,15
"LiHS","mp-644271",2.1862302948599,1.82787728320829,1,-2,1.92,3.84,1,16,15,6.66666666666667,6.22222222222222,1,1,92,91,60.3333333333333,39.5555555555555,1,1.00794,32.065,31.05706,13.33798,12.48468,1.00794,14.01,453.69,439.68,285.353333333333,180.895555555556,14.01,1,16,15,6,6.66666666666667,1,1,3,2,2,0.666666666666667,1,31,128,97,88,38,31,0.98,2.58,1.6,1.92,0.626666666666667,0.98,1,2,1,1.33333333333333,0.444444444444444,1,0,4,4,1.33333333333333,1.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2.66666666666667,2.22222222222222,1,0,1,1,0.666666666666667,0.444444444444444,0,0,2,2,0.666666666666667,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.33333333333333,0.444444444444444,1,6.615,25.786875,19.171875,16.3317361111,6.47782407406667,6.615,0,7.853,7.853,3.35166666666667,3.00088888888889,0,0,0,0,0,0,0,70,229,159,164.333333333333,62.8888888888889,70
"LiInO2","mp-5488",3.03593356560158,1.32067364071572,3,-2,7.23,4.82,3,49,46,17,16,8,1,87,86,62.5,30.75,87,6.941,114.818,107.877,38.43945,38.189275,15.9994,54.8,453.69,398.89,248.26,193.46,54.8,1,16,15,11.5,5.25,16,2,5,3,2.75,1.125,2,66,142,76,100.5,34.5,66,0.98,3.44,2.46,2.41,1.03,3.44,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,13,12,6.5,3.25,6,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,9.105,24.26,15.155,14.765833333325,5.660833333325,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,86,12
"NaLiZr(Si2O5)3","mp-15543",3.62781660765414,1.14729068101929,4,-2,11.04,5.52,3,40,37,10.75,4.08333333333333,8,1,87,86,75.8333333333333,15.0416666666667,87,6.941,91.224,84.283,22.0691153866667,8.84782051555556,15.9994,54.8,2128,2073.2,579.023333333333,683.069722222222,54.8,1,16,15,13.75,2.9375,16,2,5,3,2.41666666666667,0.555555555555555,2,66,175,109,88.5416666666667,28.1770833333333,66,0.93,3.44,2.51,2.76,0.85,3.44,1,2,1,1.91666666666667,0.152777777777778,2,0,4,4,3,1.25,4,0,2,2,0.083333333333333,0.159722222222222,0,0,0,0,0,0,0,1,6,5,5,1.25,6,0,1,1,0.083333333333333,0.152777777777778,0,0,4,4,2.25,0.875,2,0,8,8,0.333333333333333,0.638888888888889,0,0,0,0,0,0,0,1,8,7,2.66666666666667,1.11111111111111,2,9.105,29.2433333333,20.1383333333,13.6769444444417,5.71493055555208,9.105,0,0.773,0.773,0.19325,0.289875,0,0,0,0,0,0,0,12,229,217,91.4166666666667,99.2708333333333,12
"Rb2LiGaF6","mp-1113732",6.09101250932849,1.97251441737386,3,-1,8.493,2.831,3,37,34,16.2,11.28,9,1,93,92,64.1,36.66,93,6.941,85.4678,78.5268,36.15900192,26.436318848,18.9984032,53.5,453.69,400.19,170.252,140.1024,53.5,1,17,16,11.8,6.48,17,2,5,3,2.8,1.12,2,57,220,163,103.2,55.44,57,0.82,3.98,3.16,2.831,1.3788,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,10,10,1,1.8,0,0,0,0,0,0,0,1,13,12,5.8,2.88,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.4,0.72,1,9.7075,90.7225,81.015,27.51408333333,25.283366666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,84.1,86.94,15
"LiP4WO13","mp-757168",4.28301931309712,4.26662537545757,5,-2,14.9526315789474,5.98105263157895,3,74,71,12.6842105263158,7.42936288088643,8,1,87,86,79.7368421052632,11.3130193905817,87,6.941,183.84,176.899,27.5088551578947,17.9148181274238,15.9994,54.8,3695,3640.2,322.646842105263,368.778559556787,54.8,1,16,15,14.4736842105263,2.31024930747922,16,2,6,4,2.42105263157895,0.620498614958449,2,66,162,96,82.9473684210526,23.191135734072,66,0.98,3.44,2.46,2.99052631578947,0.615069252077562,3.44,1,2,1,1.94736842105263,0.099722991689751,2,0,4,4,3.36842105263158,0.864265927977839,4,0,4,4,0.210526315789474,0.398891966759003,0,0,14,14,0.736842105263158,1.39612188365651,0,1,20,19,6.26315789473684,1.44598337950139,6,0,1,1,0.052631578947369,0.099722991689751,0,0,3,3,2,0.421052631578947,2,0,6,6,0.31578947368421,0.598337950138504,0,0,0,0,0,0,0,1,6,5,2.36842105263158,0.648199445983379,2,9.105,22.5702380952,13.4652380952,12.6994360902158,4.91870201819003,9.105,0,1.625,1.625,0.342105263157895,0.54016620498615,0,0,0,0,0,0,0,2,229,227,32.7368421052632,41.3185595567867,12
"LiBi3(ClO2)2","mp-754206",3.44899099838534,1.7230514872317,3,-2,8.136,5.424,3,83,80,31.8,30.72,8,1,94,93,79.5,15.7,87,6.941,208.9804,202.0394,76.87858,79.261092,15.9994,54.8,544.4,489.6,264.929,205.4348,54.8,1,17,16,14.4,2.68,16,2,6,4,3.4,1.56,2,66,148,82,104,31.2,66,0.98,3.44,2.46,2.712,0.7616,3.44,1,2,1,1.9,0.18,2,0,5,5,3.5,1,4,0,10,10,3,4.2,0,0,14,14,4.2,5.88,0,1,29,28,12.6,9.84,6,0,1,1,0.1,0.18,0,0,3,3,1.9,0.74,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.6,2,9.105,32.95,23.845,20.08583333333,9.48316666667,9.105,0,2.493,2.493,0.4986,0.79776,0,0,0,0,0,0,0,12,229,217,44.1,44.94,12
"LiVO2","mp-1176523",2.08076930386496,0.732637117659674,3,-2,7.1175,4.745,3,23,20,10.5,6.25,8,1,87,86,55.25,31.75,87,6.941,50.9415,44.0005,22.470325,14.2355875,15.9994,54.8,2183,2128.2,686.5725,748.21375,54.8,1,16,15,9.5,6.5,16,2,4,2,2.5,0.75,2,66,153,87,103.25,37.25,66,0.98,3.44,2.46,2.3725,1.0675,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,6,5,4.5,1.75,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,7,7,1.75,2.625,0,0,0,0,0,0,0,1,7,6,3,2,2,9.105,16.5933333333,7.4883333333,11.953333333325,2.848333333325,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,120.5,108.5,12
"CsLi(B3O5)2","mp-5990",4.23204502090442,1.08009834535612,3,-2,8.06833333333333,5.37888888888889,3,55,52,9.33333333333333,5.07407407407407,8,1,87,86,72.6666666666667,15.9259259259259,87,6.941,132.9054519,125.9644519,20.26146955,12.5159980388889,15.9994,54.8,2348,2293.2,855.071111111111,995.285925925926,54.8,1,16,15,13.3333333333333,2.96296296296296,16,2,6,4,2.22222222222222,0.419753086419753,2,66,244,178,85.3333333333333,22.3703703703704,66,0.79,3.44,2.65,2.68944444444444,0.83395061728395,3.44,1,2,1,1.88888888888889,0.197530864197531,2,0,4,4,2.55555555555556,1.60493827160494,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.44444444444444,1.7283950617284,6,0,1,1,0.111111111111111,0.197530864197531,0,0,5,5,2.77777777777778,1.48148148148148,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.88888888888889,1.40740740740741,2,7.1725,115.765,108.5925,14.8024074074056,11.4170576131654,9.105,0,1.524,1.524,0.508,0.677333333333333,0,0,0,0,0,0,0,12,229,217,87.4444444444444,83.8271604938272,12
"LiBH4","mp-30209",1.46231000426124,0.423703772305358,1,-3,1.97,5.91,1,5,4,2,1.33333333333333,1,1,92,91,73.5,24.6666666666667,92,1.00794,10.811,9.80306,3.63062666666667,3.49691555555556,1.00794,14.01,2348,2333.99,476.288333333333,623.903888888889,14.01,1,13,12,3,3.33333333333333,1,1,2,1,1.33333333333333,0.444444444444444,1,31,128,97,56,33.3333333333333,31,0.98,2.2,1.22,1.97,0.33,2.2,1,2,1,1.16666666666667,0.277777777777778,1,0,1,1,0.166666666666667,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.33333333333333,0.555555555555555,1,0,1,1,0.833333333333333,0.277777777777778,1,0,5,5,0.833333333333333,1.38888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.66666666666667,1.11111111111111,1,6.615,16.5933333333,9.9783333333,8.37097222221667,2.74078703702778,6.615,0,7.853,7.853,5.48933333333333,3.15155555555556,7.853,0,0,0,0,0,0,166,229,63,195.166666666667,11.2777777777778,194
"Ba4LiNb3O12","mp-18274",3.27378181154732,0.61891601285862,5,-2,12.655,5.062,3,56,53,22.3,19.09,8,1,87,86,61.1,31.08,87,6.941,137.327,130.386,51.348047,46.8590811,15.9994,54.8,2750,2695.2,668.0645,757.35485,54.8,1,16,15,10.8,6.24,16,2,6,4,3.25,1.625,2,66,215,149,113.6,57.12,66,0.89,3.44,2.55,2.531,1.0908,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,4,4,0.6,1.02,0,0,0,0,0,0,0,1,6,5,4.8,1.5,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,6,6,0.9,1.53,0,0,0,0,0,0,0,0,7,7,2.3,1.41,2,9.105,63.59,54.485,21.737666666665,16.740933333334,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12
"K2LiIn(MoO4)3","mp-1197982",3.97389738120719,2.77106362722051,6,-2,16.4715789473684,5.49052631578947,3,49,46,16.421052631579,12.0498614958449,8,1,87,86,67.1578947368421,25.8891966759003,87,6.941,114.818,107.877,35.7804421052632,28.0223102493075,15.9994,54.8,2896,2841.2,573.794736842105,733.327977839335,54.8,1,16,15,11.8947368421053,5.30193905817175,16,2,5,3,2.84210526315789,1.15235457063712,2,66,203,137,101.578947368421,44.9418282548476,66,0.82,3.44,2.62,2.74526315789474,0.877562326869806,3.44,1,2,1,1.68421052631579,0.43213296398892,2,0,4,4,2.57894736842105,1.79501385041551,4,0,10,10,1.31578947368421,2.07756232686981,0,0,0,0,0,0,0,1,13,12,5.57894736842105,1.44598337950139,6,0,1,1,0.31578947368421,0.43213296398892,0,0,5,5,1.52631578947368,0.96398891966759,2,0,5,5,0.789473684210526,1.32963988919668,0,0,0,0,0,0,0,1,6,5,2.63157894736842,1.31301939058172,2,9.105,73.1066666667,64.0016666667,18.0735087719316,12.2371375808006,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,87.2105263157895,95.0027700831025,12
"LiCrP2O7","mp-19103",4.29158360707566,2.51581957494367,5,-2,14.1363636363636,5.65454545454545,3,24,21,10.2727272727273,4.21487603305785,8,1,87,86,75,18.1818181818182,87,6.941,51.9961,45.0551,21.1709476363636,9.16923292561984,15.9994,54.8,2180,2125.2,331.99,358.129090909091,54.8,1,16,15,13.5454545454545,3.65289256198347,16,2,4,2,2.36363636363636,0.528925619834711,2,66,139,73,85.7272727272727,25.1074380165289,66,0.98,3.44,2.46,2.82727272727273,0.779834710743802,3.44,1,2,1,1.81818181818182,0.297520661157025,2,0,4,4,3.09090909090909,1.15702479338843,4,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,6,5,5.36363636363636,0.925619834710744,6,0,1,1,0.181818181818182,0.297520661157025,0,0,3,3,1.81818181818182,0.661157024793388,2,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,6,5,2.45454545454545,0.84297520661157,2,9.105,22.5702380952,13.4652380952,12.4235281385182,4.4478591105719,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0,0,0,0,0,2,229,227,49.6363636363636,65.2231404958678,12
"LiMn(PO3)4","mp-31950",4.98113061420917,3.91359356717057,5,-2,14.6027777777778,5.84111111111111,3,25,22,10.2222222222222,3.76543209876543,8,1,87,86,79.3888888888889,11.7530864197531,87,6.941,54.938045,47.997045,20.9870496111111,8.21087166049383,15.9994,54.8,1519,1464.2,216.638333333333,215.784444444444,54.8,1,16,15,14.4444444444444,2.32098765432099,16,2,4,2,2.33333333333333,0.481481481481482,2,66,139,73,82.6111111111111,22.1481481481481,66,0.98,3.44,2.46,2.92055555555556,0.692592592592593,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.33333333333333,0.888888888888889,4,0,5,5,0.277777777777778,0.524691358024691,0,0,0,0,0,0,0,1,7,6,5.55555555555556,0.753086419753086,6,0,1,1,0.055555555555556,0.104938271604938,0,0,3,3,2,0.444444444444444,2,0,5,5,0.277777777777778,0.524691358024691,0,0,0,0,0,0,0,1,5,4,2.33333333333333,0.592592592592593,2,9.105,22.5702380952,13.4652380952,12.5901039956111,4.88041841511605,9.105,0,1.625,1.625,0.361111111111111,0.561728395061728,0,0,0.000310120689655,0.000310120689655,1.72289272030556E-05,3.25435291613272E-05,0,2,229,227,33.2222222222222,42.1728395061728,12
"RbLiMoO4","mp-556209",3.88188037335255,1.31327764189407,6,-2,15.1885714285714,5.06285714285714,3,42,39,16.2857142857143,13.265306122449,8,1,87,86,57.5714285714286,33.6326530612245,87,6.941,95.96,89.019,36.0523428571429,31.2351755102041,15.9994,54.8,2896,2841.2,554.478571428571,669.00612244898,54.8,1,16,15,10.2857142857143,6.53061224489796,16,2,5,3,2.85714285714286,1.22448979591837,2,66,220,154,109.428571428571,49.6326530612245,66,0.82,3.44,2.62,2.53142857142857,1.03836734693878,3.44,1,2,1,1.57142857142857,0.489795918367347,2,0,4,4,2.28571428571429,1.95918367346939,4,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,6,5,4.57142857142857,2.04081632653061,6,0,1,1,0.428571428571429,0.489795918367347,0,0,2,2,1.14285714285714,0.979591836734694,2,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,6,5,2.28571428571429,1.06122448979592,2,9.105,90.7225,81.6175,22.7751190476143,19.4135374149673,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,105,106.285714285714,12
