"formula","material_ID","Li_Chempot_Min","Li_Chempot_Max","max_oxidation_state","min_oxidation_state","Eng-maxOxi","Eng-minOXi","MagpieData minimum Number","MagpieData maximum Number","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData mode Number","MagpieData minimum MendeleevNumber","MagpieData maximum MendeleevNumber","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData mode MendeleevNumber","MagpieData minimum AtomicWeight","MagpieData maximum AtomicWeight","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData mode AtomicWeight","MagpieData minimum MeltingT","MagpieData maximum MeltingT","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData mode MeltingT","MagpieData minimum Column","MagpieData maximum Column","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData mode Column","MagpieData minimum Row","MagpieData maximum Row","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData mode Row","MagpieData minimum CovalentRadius","MagpieData maximum CovalentRadius","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData mode CovalentRadius","MagpieData minimum Electronegativity","MagpieData maximum Electronegativity","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData mode Electronegativity","MagpieData minimum NsValence","MagpieData maximum NsValence","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData mode NsValence","MagpieData minimum NpValence","MagpieData maximum NpValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData mode NpValence","MagpieData minimum NdValence","MagpieData maximum NdValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData mode NdValence","MagpieData minimum NfValence","MagpieData maximum NfValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData mode NfValence","MagpieData minimum NValence","MagpieData maximum NValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData mode NValence","MagpieData minimum NsUnfilled","MagpieData maximum NsUnfilled","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData mode NsUnfilled","MagpieData minimum NpUnfilled","MagpieData maximum NpUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData mode NpUnfilled","MagpieData minimum NdUnfilled","MagpieData maximum NdUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData mode NdUnfilled","MagpieData minimum NfUnfilled","MagpieData maximum NfUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData mode NfUnfilled","MagpieData minimum NUnfilled","MagpieData maximum NUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData mode NUnfilled","MagpieData minimum GSvolume_pa","MagpieData maximum GSvolume_pa","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData mode GSvolume_pa","MagpieData minimum GSbandgap","MagpieData maximum GSbandgap","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData mode GSbandgap","MagpieData minimum GSmagmom","MagpieData maximum GSmagmom","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData mode GSmagmom","MagpieData minimum SpaceGroupNumber","MagpieData maximum SpaceGroupNumber","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","MagpieData mode SpaceGroupNumber"
"LiAlSe2","mp-7117",2.44801424415932,1.0258085631057,3,-2,5.7675,3.845,3,34,31,21,13,34,1,89,88,63,31,89,6.941,78.96,72.019,47.96063465,30.99936535,78.96,453.69,933.47,479.78,593.79,169.84,494,1,16,15,11.5,5.25,16,2,4,2,3.25,0.75,4,120,128,8,122.25,2.875,120,0.98,2.55,1.57,1.9225,0.6275,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,5,5,10,0,0,0,0,0,0,1,16,15,9,7,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,16.48,25.92,9.44,21.228333333325,4.691666666675,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120.5,106.5,14
"LiFeP2O7","mp-1101516",4.33913557252265,3.05820722573482,5,-2,14.2136363636364,5.68545454545454,3,26,23,10.4545454545455,4.47933884297521,8,1,87,86,75.5454545454546,17.2892561983471,87,6.941,55.845,48.904,21.5208476363636,9.67817838016529,15.9994,54.8,1811,1756.2,298.444545454545,310.09305785124,54.8,1,16,15,13.7272727272727,3.35537190082645,16,2,4,2,2.36363636363636,0.528925619834711,2,66,132,66,85.0909090909091,24.297520661157,66,0.98,3.44,2.46,2.84272727272727,0.760165289256198,3.44,1,2,1,1.90909090909091,0.165289256198347,2,0,4,4,3.09090909090909,1.15702479338843,4,0,6,6,0.545454545454545,0.991735537190083,0,0,0,0,0,0,0,1,8,7,5.54545454545455,1.02479338842975,6,0,1,1,0.090909090909091,0.165289256198347,0,0,3,3,1.81818181818182,0.661157024793388,2,0,4,4,0.363636363636364,0.661157024793388,0,0,0,0,0,0,0,1,4,3,2.27272727272727,0.578512396694215,2,9.105,22.5702380952,13.4652380952,12.3817099567,4.47066902792727,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,2.1106628,2.1106628,0.191878436363636,0.348869884297521,0,2,229,227,49.6363636363636,65.2231404958678,12
"NaLiCO3","mp-556783",3.95588753885206,1.15152258054177,4,-2,9.85333333333333,4.92666666666667,3,11,8,7.33333333333333,1.88888888888889,8,1,87,86,56.8333333333333,36.8888888888889,87,6.941,22.98976928,16.04876928,14.98994488,3.67606325333333,15.9994,54.8,3823,3768.2,801.993333333333,1007.00222222222,54.8,1,16,15,10.6666666666667,6.44444444444444,16,2,3,1,2.16666666666667,0.277777777777778,2,66,166,100,94.6666666666667,34.8888888888889,66,0.93,3.44,2.51,2.46333333333333,1.00555555555556,3.44,1,2,1,1.66666666666667,0.444444444444444,2,0,4,4,2.33333333333333,1.66666666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,2,6,0,1,1,0.333333333333333,0.444444444444444,0,0,4,4,1.66666666666667,1.11111111111111,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0.666666666666667,2,5.64,29.2433333333,23.6033333333,13.1319444444333,6.52425925924444,9.105,0,4.496,4.496,0.749333333333333,1.24888888888889,0,0,0,0,0,0,0,12,229,217,114.666666666667,102.666666666667,12
"LiZr3H18N4F19","mp-601344",4.27858057620873,2.70910376935977,4,-3,11.7644444444444,8.82333333333333,1,40,39,7.55555555555556,5.54567901234568,9,1,93,92,86.3111111111111,10.1995061728395,93,1.00794,91.224,90.21606,15.9056084622222,12.6541455391605,18.9984032,14.01,2128,2113.99,185.746,270.875822222222,53.5,1,17,16,9.2,7.61777777777778,17,1,5,4,1.8,0.64,2,31,175,144,57.2888888888889,21.2750617283951,57,0.98,3.98,3,2.94111111111111,0.894864197530864,3.98,1,2,1,1.57777777777778,0.487901234567901,2,0,5,5,2.37777777777778,2.32493827160494,5,0,2,2,0.133333333333333,0.248888888888889,0,0,0,0,0,0,0,1,7,6,4.08888888888889,2.62024691358025,7,0,1,1,0.422222222222222,0.487901234567901,0,0,3,3,0.688888888888889,0.67358024691358,1,0,8,8,0.533333333333333,0.995555555555555,0,0,0,0,0,0,0,1,8,7,1.64444444444444,1.0883950617284,1,6.615,23.195,16.58,9.97257407407333,2.90989958847615,9.7075,0,7.853,7.853,4.54515555555556,2.98260345679012,1.97,0,0,0,0,0,0,15,229,214,119.2,87.9911111111111,15
"LiMnPO4","mp-26057",3.68874755225502,1.80436929420846,5,-2,13.2,5.28,3,25,22,10.7142857142857,5.30612244897959,8,1,87,86,69.1428571428571,24.3673469387755,87,6.941,54.938045,47.997045,22.407201,11.7421157142857,15.9994,54.8,1519,1464.2,358.455714285714,358.79387755102,54.8,1,16,15,12.4285714285714,4.81632653061225,16,2,4,2,2.42857142857143,0.612244897959184,2,66,139,73,91.1428571428571,28.734693877551,66,0.98,3.44,2.46,2.64,0.914285714285714,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,7,6,5.28571428571429,1.30612244897959,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,5,4,2.42857142857143,0.897959183673469,2,9.105,22.5702380952,13.4652380952,12.2958796622,4.16337488688571,9.105,0,1.625,1.625,0.232142857142857,0.397959183673469,0,0,0.000310120689655,0.000310120689655,4.4302955665E-05,7.59479239971429E-05,0,2,229,227,70.8571428571429,86.9387755102041,12
"Cs2LiAsO4","mp-14364",3.83485464001065,1.26612833146385,5,-2,11.5625,4.625,3,55,52,22.25,19.0625,8,1,87,86,55.375,38.78125,87,6.941,132.9054519,125.9644519,51.458887975,46.58895996875,15.9994,54.8,1090,1035.2,295.75875,240.95875,54.8,1,16,15,10.25,6.9375,16,2,6,4,3.25,1.5625,2,66,244,178,124.875,60.34375,66,0.79,3.44,2.65,2.3125,1.1275,3.44,1,2,1,1.625,0.46875,2,0,4,4,2.375,1.78125,4,0,10,10,1.25,2.1875,0,0,0,0,0,0,0,1,15,14,5.25,3.1875,6,0,1,1,0.375,0.46875,0,0,3,3,1.375,1.03125,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.75,0.5625,2,9.105,115.765,106.66,38.3397916666625,38.7126041666688,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,112.625,100.625,12
"LiScAs2O7","mp-552663",4.34504418113364,3.09386432656238,5,-2,13.9909090909091,5.59636363636364,3,33,30,13.2727272727273,8.57851239669422,8,1,87,86,71.7272727272727,23.900826446281,87,6.941,74.9216,67.9806,28.5214465454545,19.8608677024793,15.9994,54.8,1814,1759.2,439.208181818182,489.246776859504,54.8,1,16,15,13.2727272727273,4.09917355371901,16,2,4,2,2.54545454545455,0.793388429752066,2,66,170,104,90.7272727272727,31.4710743801653,66,0.98,3.44,2.46,2.79818181818182,0.816859504132231,3.44,1,2,1,1.90909090909091,0.165289256198347,2,0,4,4,3.09090909090909,1.15702479338843,4,0,10,10,1.90909090909091,2.94214876033058,0,0,0,0,0,0,0,1,15,14,6.90909090909091,2.94214876033058,6,0,1,1,0.090909090909091,0.165289256198347,0,0,3,3,1.81818181818182,0.661157024793388,2,0,9,9,0.818181818181818,1.48760330578512,0,0,0,0,0,0,0,1,9,8,2.72727272727273,1.2396694214876,2,9.105,22.235,13.13,13.3557575757545,5.41005509641488,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,5.77272727272727E-07,1.0495867768595E-06,0,12,229,217,76.2727272727273,81.801652892562,12
"Cs2LiNd(BO3)2","mp-1194993",3.48590875154118,0.658277941857872,3,-2,7.105,4.73666666666667,3,60,57,19.25,18.7083333333333,8,1,87,86,58,33.6666666666667,87,6.941,144.242,137.301,44.5510253166667,46.066637975,15.9994,54.8,2348,2293.2,614.639166666667,691.01375,54.8,1,16,15,10.6666666666667,6.11111111111111,16,2,6,4,3,1.5,2,66,244,178,115.083333333333,59.4444444444444,66,0.79,3.44,2.65,2.36833333333333,1.07166666666667,3.44,1,2,1,1.75,0.375,2,0,4,4,2.16666666666667,1.83333333333333,4,0,0,0,0,0,0,0,4,4,0.333333333333333,0.611111111111111,0,1,6,5,4.25,2.04166666666667,6,0,1,1,0.25,0.375,0,0,5,5,1.83333333333333,1.22222222222222,2,0,0,0,0,0,0,0,10,10,0.833333333333333,1.52777777777778,0,1,10,9,2.91666666666667,1.875,2,7.1725,115.765,108.5925,29.3256944444417,29.7271527777792,9.105,0,1.524,1.524,0.254,0.423333333333333,0,0,0,0,0,0,0,12,229,217,107.083333333333,95.0833333333333,12
"RbLiZnS2","mp-1219554",2.01462539068034,0.922989970403231,2,-2,3.444,3.444,3,37,34,20.4,10.48,16,1,88,87,50,38,88,6.941,85.4678,78.5268,44.38376,24.832112,32.065,312.46,692.68,380.22,447.11,100.86,388.36,1,16,15,9.2,6.56,16,2,5,3,3.4,0.88,3,105,220,115,136,33.6,105,0.82,2.58,1.76,1.722,0.6864,2.58,1,2,1,1.6,0.48,2,0,4,4,1.6,1.92,4,0,10,10,2,3.2,0,0,0,0,0,0,0,1,12,11,5.2,3.36,6,0,1,1,0.4,0.48,0,0,2,2,0.8,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.2,0.64,2,13.96,90.7225,76.7625,34.56991666666,22.461033333336,25.786875,0,2.202,2.202,0.8808,1.05696,2.202,0,0,0,0,0,0,70,229,159,158.4,70.72,70
"LiGeRhO4","mp-1222349",3.26424930402139,2.45083600016702,4,-2,10.8742857142857,5.43714285714286,3,45,42,16,12.8571428571429,8,1,87,86,69.5714285714286,22.6122448979592,87,6.941,102.9055,95.9645,35.2120142857143,30.034706122449,15.9994,54.8,2237,2182.2,588.755714285714,648.825306122449,54.8,1,16,15,12.5714285714286,4.3265306122449,16,2,5,3,2.71428571428571,1.02040816326531,2,66,142,76,93.4285714285714,31.3469387755102,66,0.98,3.44,2.46,2.71857142857143,0.824489795918367,3.44,1,2,1,1.71428571428571,0.408163265306122,2,0,4,4,2.57142857142857,1.63265306122449,4,0,10,10,2.57142857142857,3.6734693877551,0,0,0,0,0,0,0,1,14,13,6.85714285714286,2.6530612244898,6,0,1,1,0.285714285714286,0.408163265306122,0,0,4,4,1.71428571428571,0.979591836734694,2,0,2,2,0.285714285714286,0.489795918367347,0,0,0,0,0,0,0,1,4,3,2.28571428571429,0.693877551020408,2,9.105,23.005,13.9,12.8083333333286,4.23238095237551,9.105,0,0.383,0.383,0.054714285714286,0.093795918367347,0,0,0,0,0,0,0,12,229,217,103.857142857143,104.979591836735,12
"LiMnF4","mp-776117",4.7280903336625,4.00915482034131,3,-1,9.225,3.075,3,25,22,10.6666666666667,4.77777777777778,9,1,93,92,70.8333333333333,29.5555555555556,93,6.941,54.938045,47.997045,22.9787763,10.6530895666667,18.9984032,53.5,1519,1465.5,364.448333333333,414.597777777778,53.5,1,17,16,12.6666666666667,5.77777777777778,17,2,4,2,2.33333333333333,0.555555555555556,2,57,139,82,82.5,34,57,0.98,3.98,3,3.075,1.20666666666667,3.98,1,2,1,1.83333333333333,0.277777777777778,2,0,5,5,3.33333333333333,2.22222222222222,5,0,5,5,0.833333333333333,1.38888888888889,0,0,0,0,0,0,0,1,7,6,6,1.66666666666667,7,0,1,1,0.166666666666667,0.277777777777778,0,0,1,1,0.666666666666667,0.444444444444444,1,0,5,5,0.833333333333333,1.38888888888889,0,0,0,0,0,0,0,1,5,4,1.66666666666667,1.11111111111111,1,9.7075,16.5933333333,6.8858333333,10.9851532567,1.86939335886667,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0.000310120689655,0.000310120689655,5.16867816091667E-05,8.61446360152778E-05,0,15,229,214,84.3333333333333,92.4444444444445,15
"LiP4WO13","mp-758454",4.28301931309712,4.26662537545757,5,-2,14.9526315789474,5.98105263157895,3,74,71,12.6842105263158,7.42936288088643,8,1,87,86,79.7368421052632,11.3130193905817,87,6.941,183.84,176.899,27.5088551578947,17.9148181274238,15.9994,54.8,3695,3640.2,322.646842105263,368.778559556787,54.8,1,16,15,14.4736842105263,2.31024930747922,16,2,6,4,2.42105263157895,0.620498614958449,2,66,162,96,82.9473684210526,23.191135734072,66,0.98,3.44,2.46,2.99052631578947,0.615069252077562,3.44,1,2,1,1.94736842105263,0.099722991689751,2,0,4,4,3.36842105263158,0.864265927977839,4,0,4,4,0.210526315789474,0.398891966759003,0,0,14,14,0.736842105263158,1.39612188365651,0,1,20,19,6.26315789473684,1.44598337950139,6,0,1,1,0.052631578947369,0.099722991689751,0,0,3,3,2,0.421052631578947,2,0,6,6,0.31578947368421,0.598337950138504,0,0,0,0,0,0,0,1,6,5,2.36842105263158,0.648199445983379,2,9.105,22.5702380952,13.4652380952,12.6994360902158,4.91870201819003,9.105,0,1.625,1.625,0.342105263157895,0.54016620498615,0,0,0,0,0,0,0,2,229,227,32.7368421052632,41.3185595567867,12
"LiVO3","mp-19440",3.92568778253662,3.00413405736559,5,-2,12.93,5.172,3,23,20,10,5.2,8,1,87,86,61.6,30.48,87,6.941,50.9415,44.0005,21.17614,11.906144,15.9994,54.8,2183,2128.2,560.218,649.1128,54.8,1,16,15,10.8,6.24,16,2,4,2,2.4,0.64,2,66,153,87,95.8,35.76,66,0.98,3.44,2.46,2.586,1.0248,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,1,7,6,2.8,1.68,2,9.105,16.5933333333,7.4883333333,11.38366666666,2.734399999992,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12
"LiBi3(BrO2)2","mp-1222483",3.47240936327671,1.63883549205891,3,-2,8.016,5.344,3,83,80,35.4,28.56,8,1,95,94,79.7,15.74,87,6.941,208.9804,202.0394,85.76878,73.926972,15.9994,54.8,544.4,489.6,283.769,190.3628,54.8,1,17,16,14.4,2.68,16,2,6,4,3.6,1.6,2,66,148,82,107.6,33.28,66,0.98,3.44,2.46,2.672,0.7296,3.44,1,2,1,1.9,0.18,2,0,5,5,3.5,1,4,0,10,10,5,5,0,0,14,14,4.2,5.88,0,1,29,28,14.6,9.6,6,0,1,1,0.1,0.18,0,0,3,3,1.9,0.74,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.6,2,9.105,32.95,23.845,21.08233333333,10.47966666667,9.105,0,1.457,1.457,0.2914,0.46624,0,0,0,0,0,0,0,12,229,217,44.1,44.94,12
"KLiSi2O5","mp-558102",3.52904898503775,0.949652912515184,4,-2,10.1333333333333,5.06666666666667,3,19,16,10,3.77777777777778,8,1,87,86,66.1111111111111,28.4938271604938,87,6.941,39.0983,32.1573,20.2452555555556,7.67411851851852,15.9994,54.8,1687,1632.2,493.135555555556,530.606419753086,54.8,1,16,15,12.2222222222222,4.98765432098766,16,2,4,2,2.44444444444444,0.592592592592593,2,66,203,137,98.1111111111111,35.679012345679,66,0.82,3.44,2.62,2.53333333333333,1.00740740740741,3.44,1,2,1,1.77777777777778,0.345679012345679,2,0,4,4,2.66666666666667,1.48148148148148,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.44444444444444,1.7283950617284,6,0,1,1,0.222222222222222,0.345679012345679,0,0,4,4,2,0.888888888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.22222222222222,0.790123456790124,2,9.105,73.1066666667,64.0016666667,19.5672222222222,12.285555555563,9.105,0,0.773,0.773,0.171777777777778,0.26720987654321,0,0,0,0,0,0,0,12,229,217,108,106.666666666667,12
"Rb2LiMoF6","mp-1110654",4.04810322595837,2.2527848681218,3,-1,8.598,2.866,3,42,39,17.3,12.82,9,1,93,92,61.7,37.56,93,6.941,95.96,89.019,38.78270192,30.109498848,18.9984032,53.5,2896,2842.5,429.561,498.1136,53.5,1,17,16,11.1,7.08,17,2,5,3,2.9,1.26,2,57,220,163,106.4,59.28,57,0.82,3.98,3.16,2.866,1.3368,3.98,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0,0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0,0,0,1,6,5,1.5,0.9,1,9.7075,90.7225,81.015,27.19733333333,25.410066666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,100.6,102.72,15
"LiTi2(PO4)3","mp-25840",4.336260230141,2.08049334656231,5,-2,14.4194444444444,5.76777777777778,3,22,19,10.4444444444444,4.08641975308642,8,1,87,86,76.6666666666667,15.8888888888889,87,6.941,47.867,40.926,21.532727,8.99907233333334,15.9994,54.8,1941,1886.2,330.288333333333,371.647222222222,54.8,1,16,15,13.6666666666667,3.55555555555556,16,2,4,2,2.38888888888889,0.561728395061728,2,66,160,94,86.7222222222222,27.6296296296296,66,0.98,3.44,2.46,2.88388888888889,0.741481481481481,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.16666666666667,1.11111111111111,4,0,2,2,0.222222222222222,0.395061728395062,0,0,0,0,0,0,0,1,6,5,5.33333333333333,0.888888888888889,6,0,1,1,0.055555555555556,0.104938271604938,0,0,3,3,1.83333333333333,0.611111111111111,2,0,8,8,0.888888888888889,1.58024691358025,0,0,0,0,0,0,0,1,8,7,2.77777777777778,1.23456790123457,2,9.105,22.5702380952,13.4652380952,12.6080026454944,4.67067019399259,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,2.25333333333E-05,2.25333333333E-05,2.5037037037E-06,4.45102880657778E-06,0,2,229,227,42.6111111111111,54.3518518518519,12
"Rb6LiPr11Se12(Cl4O9)4","mp-645405",4.36469785433465,2.51228552575358,4,-2,10.8941463414634,5.44707317073171,3,59,56,22.4634146341463,15.3063652587745,8,1,94,93,72.1463414634146,26.5032718619869,87,6.941,140.90765,133.96665,50.7375408536585,37.5346893961927,15.9994,54.8,1204,1149.2,319.742073170732,291.509274241523,54.8,1,17,16,13.1707317073171,4.80666270077335,16,2,6,4,3.24390243902439,1.21772754312909,2,66,220,154,111.329268292683,43.441998810232,66,0.82,3.44,2.62,2.72353658536585,0.799417013682332,3.44,1,2,1,1.91463414634146,0.156157049375372,2,0,5,5,3.31707317073171,1.4562760261749,4,0,10,10,1.46341463414634,2.49851279000595,0,0,3,3,0.402439024390244,0.696906603212373,0,1,16,15,7.09756097560976,2.60559190957763,6,0,1,1,0.085365853658537,0.156157049375372,0,0,2,2,1.36585365853659,0.742415229030339,2,0,0,0,0,0,0,0,11,11,1.47560975609756,2.5553242117787,0,1,11,10,2.92682926829268,2.16597263533611,2,9.105,90.7225,81.6175,24.1967479674793,13.4367400356935,9.105,0,2.493,2.493,0.603365853658537,0.794676977989292,0,0,0,0,0,0,0,12,229,217,65.3780487804878,62.4437834622249,12
"Cs2LiCrF6","mp-1206440",4.2710234929762,1.76098628698589,3,-1,8.43,2.81,3,55,52,19.1,15.34,9,1,93,92,61.8,37.44,93,6.941,132.9054519,125.9644519,43.8738423,37.23709538,18.9984032,53.5,2180,2126.5,355.787,384.4232,53.5,1,17,16,11.1,7.08,17,2,6,4,3,1.4,2,57,244,187,109.7,63.24,57,0.79,3.98,3.19,2.81,1.404,3.98,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0,0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0,0,0,1,6,5,1.5,0.9,1,9.7075,115.765,106.0575,31.75583333333,33.603666666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,100.6,102.72,15
"LiY(WO4)2","mp-1191085",3.70260962782633,2.33090307234201,6,-2,17.22,5.74,3,74,71,21.1666666666667,20.5833333333333,8,1,87,86,67.5833333333333,25.8888888888889,87,6.941,183.84,176.899,49.2935041666667,51.4508895833333,15.9994,54.8,3695,3640.2,840.090833333333,1111.45458333333,54.8,1,16,15,12,5.33333333333333,16,2,6,4,2.91666666666667,1.375,2,66,190,124,97.5,42,66,0.98,3.44,2.46,2.87,0.76,3.44,1,2,1,1.91666666666667,0.152777777777778,2,0,4,4,2.66666666666667,1.77777777777778,4,0,4,4,0.75,1.125,0,0,14,14,2.33333333333333,3.88888888888889,0,1,20,19,7.66666666666667,4.11111111111111,6,0,1,1,0.083333333333333,0.152777777777778,0,0,2,2,1.33333333333333,0.888888888888889,2,0,9,9,1.75,2.625,0,0,0,0,0,0,0,1,9,8,3.16666666666667,1.91666666666667,2,9.105,32.365,23.26,12.8248611111083,4.95981481481111,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,81.4166666666667,92.5555555555555,12
"LiZr2(PO4)3","mp-773068",4.28349865463993,1.87027817581818,5,-2,14.3027777777778,5.72111111111111,3,40,37,12.4444444444444,6.97530864197531,8,1,87,86,76.7777777777778,15.7037037037037,87,6.941,91.224,84.283,26.3501714444444,15.9576031975309,15.9994,54.8,2128,2073.2,351.066111111111,406.276851851852,54.8,1,16,15,13.6666666666667,3.55555555555556,16,2,5,3,2.5,0.722222222222222,2,66,175,109,88.3888888888889,29.8518518518518,66,0.98,3.44,2.46,2.86055555555556,0.772592592592593,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.16666666666667,1.11111111111111,4,0,2,2,0.222222222222222,0.395061728395062,0,0,0,0,0,0,0,1,6,5,5.33333333333333,0.888888888888889,6,0,1,1,0.055555555555556,0.104938271604938,0,0,3,3,1.83333333333333,0.611111111111111,2,0,8,8,0.888888888888889,1.58024691358025,0,0,0,0,0,0,0,1,8,7,2.77777777777778,1.23456790123457,2,9.105,23.195,14.09,13.3307804232722,5.6343738976963,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,0,0,0,0,0,2,229,227,42.6111111111111,54.3518518518519,12
"KLiZn3O4","mp-1223469",2.92157869013955,1.26663831732022,2,-2,4.55777777777778,4.55777777777778,3,30,27,16,10,8,1,87,86,62.1111111111111,26.716049382716,87,6.941,65.38,58.439,34.0196555555555,22.0354839506173,15.9994,54.8,692.68,637.88,343.051111111111,257.672345679012,54.8,1,16,15,11.3333333333333,4.59259259259259,16,2,4,2,2.88888888888889,0.987654320987654,2,66,203,137,106.777777777778,36.2469135802469,66,0.82,3.44,2.62,2.27888888888889,1.0320987654321,3.44,1,2,1,1.77777777777778,0.345679012345679,2,0,4,4,1.77777777777778,1.97530864197531,4,0,10,10,3.33333333333333,4.44444444444444,0,0,0,0,0,0,0,1,12,11,6.88888888888889,3.40740740740741,6,0,1,1,0.222222222222222,0.345679012345679,0,0,2,2,0.888888888888889,0.987654320987654,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.11111111111111,0.790123456790123,2,9.105,73.1066666667,64.0016666667,18.6666666666667,12.0977777777852,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,120.888888888889,96.7901234567901,12
