Material,Predicted log Conductivity
Li3CrF6,-2.62330657115839
Li3Mo2(PO4)3,-3.8069417250748394
Li3Zr4F19,-1.2047642501312519
Li3Cr(PO4)2,-3.915995664702441
Ba2Li3NbN4,-2.7646440374070225
Li3Mn2Fe(BO3)3,-5.136930169866561
Li3BN2,-3.413331533696961
Li3Cr13Ni3(SO4)24,-3.170099444152709
Na5Li3Ti5O14,-1.2548050521683372
KNa2Li3Fe2(Si2O5)6,-4.20995780709261
KLi3Si12(SnO15)2,-3.8976829581032533
Sr2Li3NbN4,-2.6404724790520815
Li3In2(PO4)3,-4.3895663530158195
Li3ScCl6,-1.0099423205975742
Li3V2(PO4)3,-2.999337283695862
Li3AsS3,-1.8464667889718778
Li3Mn2Fe(BO3)3,-5.136930169866561
Li3BiS3,-1.9921090356390079
Li3Nb3TeO12,-3.913398815353837
Li3H3N2,-2.2510047116903418
Li3Sm3(TeO6)2,-3.234162726683229
Li3MnFe2(BO3)3,-5.010656543508819
Li3AlH6,-2.819297195281906
Cs2Li3B3P6(PbO12)2,-4.185285000379459
Li3P7,-3.4097449430031066
Li3AlF6,-2.7892486186059706
Na3Li3Co2F12,-3.4260901167777376
Li3VCr2O6,-2.381457985891465
K9Li3Nd3(BO3)7,-3.197426204035624
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3V(PO4)2,-2.743884225610522
Li3Cr2(PO4)3,-3.898335820874109
Li3Mn2Fe(BO3)3,-5.136930169866561
Li3VF6,-1.8892859995912503
Li3Fe2(PO4)3,-3.881832949963742
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3TaO4,-2.586285153659857
Li3MnV(P2O7)2,-3.441517160031454
Li3Sb3P8O29,-3.1749518692277126
NaLi3Fe4(SiO3)8,-4.59716835383759
Li3VOF5,-1.8815543771101688
Li3Nd3(WO6)2,-3.635283724511259
Li3Mn2Fe(BO3)3,-5.136930169866561
Na3Li3Fe2F12,-3.3231482698455856
Ba2Li3TaN4,-2.3956593479747545
Li3Mn2P5O16,-3.983686635072088
Li3Mo3(PO4)4,-4.117814680329033
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3V5(H8O11)2,-1.8695244968925468
Li3FeF6,-3.217799246721553
Li3Fe2(PO4)3,-3.881832949963742
Li3Nd3(TeO6)2,-3.196007196575116
Li3Cr3(PO4)4,-3.6804096513982754
NaLi3Ti2Cr2(PO4)6,-3.2236472399437246
Li3Al(BO3)2,-4.269764914464956
Li3BN2,-3.413331533696961
Li3Mo2(PO4)3,-3.8069417250748394
Li3Cr3(PO4)4,-3.6804096513982754
Li3Fe4SbO8,-4.180088072403848
Li3Tb(NO3)6,-3.4946108745309368
Na3Li3Mn2P2(CO7)2,-4.227460836634261
Li3Ho3(TeO6)2,-3.796968080800206
NaLi3GeO4,-3.841952995334095
Li3ZnFe2(PO4)3,-3.8223624991800778
Cs2Li3(BO2)5,-5.028477371923946
Li3V2(PO4)3,-2.999337283695862
Li3Mn2Fe(BO3)3,-5.136930169866561
Rb2Li3GaO4,-3.920578047238357
Li3AuO3,-3.147654746684156
Li3SbO3,-2.847611780854593
Ba2Li3(PO3)7,-3.7028116405690072
Na3Li3Rh2F12,-3.0958828942595207
Li3GaSiO5,-3.9327336113452875
Li3Cr2(PO4)3,-3.898335820874109
Li3Fe2(PO4)3,-3.881832949963742
Li3PO4,-2.793906624317341
Cs2Li3I5,-2.8432997049702595
Li3TaO4,-2.586285153659857
Li3Fe3(PO4)4,-3.683302900162283
KLi3SiO4,-3.4176918383377384
CsLi3I4,-2.774771387932608
BaNaLi3(BO2)6,-5.304929628657318
Li3V2CrO6,-2.332073247710876
Li3Nb3TeO12,-3.913398815353837
Li3Fe2CoO6,-3.5690054083831804
Li3MnF6,-3.1488200575230487
Li3Y3(TeO6)2,-1.6892794885188962
Li3YBr6,-1.9693553698316262
Li3AsO4,-3.4469403049061387
Li3VO4,-2.5382205487543468
CsLi3Cl4,-2.036905826055935
Na2Li3FeO4,-3.107395578048391
Li3MnFe2(BO3)3,-5.010656543508819
Li3Sb5(PO4)6,-3.1245755275556326
Li3Mn2Fe(BO3)3,-5.136930169866561
Na3Li3Fe2P2(CO7)2,-4.447785990130865
NaLi3Ti2Fe2(PO4)6,-2.9908925163209235
Li3FeF6,-3.217799246721553
Li3Fe2(AsO4)3,-4.0030963063487
Li3GaGeO5,-4.180523522426353
Li3Fe(BO3)2,-3.886623477784821
Li3NbS4,-3.036578502285984
Li3Dy3(TeO6)2,-3.7621978096694066
Li3Al2CrO6,-3.4959495626273918
Li3Fe3(PO4)4,-3.683302900162283
Na3Li3Cr2F12,-2.9877398824349815
Li3Mo3P3O17,-4.1568595261688195
Li3Ti3Fe(PO4)6,-2.968958421626338
Ba2Li3La3(MoO4)8,-2.448707545883713
Li3PS4,-2.9168693280105984
Li3V(PO4)2,-2.743884225610522
KLi3GeO4,-3.27804689612091
Li3ErBr6,-2.4190089532655454
Li3TeHO4,-3.6139886294784533
Li3Mo3(PO4)4,-4.117814680329033
Li3Er3(TeO6)2,-3.3905161380608524
Li3AsH16(SO2)4,-2.2026529977261524
Li3ZrNb(TeO6)2,-3.134215604574464
Li3MnFe2(BO3)3,-5.010656543508819
Na3Li3Fe2P2(CO7)2,-4.447785990130865
Li3CrClO4,-2.9499127941976746
Li3BN2,-3.413331533696961
Li3Mn2Fe(BO3)3,-5.136930169866561
Cs2Li3I5,-2.8432997049702595
Li3La2(BO3)3,-2.310478156392982
Li3Fe2(PO4)3,-3.881832949963742
Li3Mn(PO4)2,-3.8414643560819783
Li3NbO4,-2.9920645911731367
Li3InBr6,-3.3394275085811493
Li3Cr(PO4)2,-3.915995664702441
Li3Mo(PO4)2,-4.09577421913467
Li3Mo(PO4)2,-4.09577421913467
Cs2Sr2Li3B3(PO4)6,-4.256773220931427
Li3MnFe2(BO3)3,-5.010656543508819
Li3VF6,-1.8892859995912503
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3Tb3(TeO6)2,-3.669688231200232
Cs2Li3Br5,-2.6686091292996736
Li3ErBr6,-2.4190089532655454
Li3MnFeCo(PO4)3,-3.8132288474135776
Na5Li3V8O24,-1.9929112997234784
Li3V3(PO4)4,-2.906272362503789
Na7Li3V10O30,-2.137689552794216
Li3Cr2(PO4)3,-3.898335820874109
Li3AlSiO5,-3.3128521860014226
Li3V(H4O3)4,-2.1172655301968826
Li3V(PO4)2,-2.743884225610522
Li3Cr(PO4)2,-3.915995664702441
Na3Li3Sc2F12,-1.3520006797418065
Li3V2(PO4)3,-2.999337283695862
Li3Fe(PO4)2,-3.760845467237951
NaLi3Ti2Fe2(PO4)6,-2.9908925163209235
Li3Mn(OF)2,-2.922477404764749
Li3AlMo2(AsO7)2,-4.500992514998051
Li3SbS4,-2.16655768526404
Cs2Li3GaO4,-4.308448034924211
Li3La3(MoO6)2,-1.917471743446645
Li3MgZn5(BH4)15,-3.6843918997865304
Li3Fe2P5O16,-3.936777383012327
Li3FeSiO5,-3.445260187407876
Li3VS4,-2.60622868512944
K5Li3Ti8(AsO5)8,-1.9533314312458372
Li3Lu3(TeO6)2,-3.0114753219843085
Li3MnFe2(BO3)3,-5.010656543508819
Li3B5(HO5)2,-4.847872796115539
KLi3Zr2(Si2O5)6,-3.443485903471937
Li3AlN2,-3.2852402590571015
Li3La2H6(N3O10)3,-2.8055727781376016
Li3V2(PO4)3,-2.999337283695862
Li3Fe(PO4)2,-3.760845467237951
Li3V3(PO4)4,-2.906272362503789
Li3Mo2(PO4)3,-3.8069417250748394
Li3Sc(BO3)2,-4.00478371189222
Sr2Li3TaN4,-2.4853287293277315
Li3ClO,-2.02644668801409
Na5Li3(TiS4)2,-2.4893833507155154
Li3AsH36(SeN3)4,-3.319126859709294
Li3CuS2,-2.9478811399809715
Li3ErCl6,-2.165268340765908
Li3PS4,-2.9168693280105984
Na3Li3Mn2P2(CO7)2,-4.227460836634261
Li3Al3P3H2O14F,-3.762014159034875
Li3Mn2Fe(BO3)3,-5.136930169866561
Li3Mn2Fe(BO3)3,-5.136930169866561
Rb2Li3B(P2O7)2,-4.042111094478538
Li3H6Ir,-2.9574022063811807
Li3Tm(NO3)6,-3.5047394908965366
Na7Li3V10O30,-2.137689552794216
K3Li3TeO6,-2.88281815991746
Li3FeF6,-3.217799246721553
Li3VO4,-2.5382205487543468
Li3SbO4,-2.938007383389079
Li3GaF6,-4.0932966679548715
K2Li3FeO4,-3.118845079588394
Li3Mo2(PO4)3,-3.8069417250748394
Li3SbS3,-1.6199507823601116
Li3MnFeCo(PO4)3,-3.8132288474135776
Na3Li3Fe2P2(CO7)2,-4.447785990130865
Li3Ni2SbO6,-3.868864901940535
Li3As7(H3N)13,-3.7926108453414775
Na3Li3Al2F12,-3.028989089051706
Li3PS4,-2.9168693280105984
Li3Sc2(PO4)3,-1.6867862805523108
Na3Li3Fe2P2(CO7)2,-4.447785990130865
Li3VFeP2(O4F)2,-3.343612540889148
Li3AlFeO4,-3.7900190068653017
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3Fe2CoO6,-3.5690054083831804
Li3Cr2(AsO4)3,-4.311620235736865
Li3SbH18S4O9,-2.1833088008822843
Li3V3(FeO6)2,-2.5864478933239012
Li3B7O12,-5.334553742176308
Li3ZnFe2(PO4)3,-3.8223624991800778
KLi3TiO4,-1.8341303927337882
Li3Gd(BO3)2,-3.2425315646478494
Li3Cr3(PO4)4,-3.6804096513982754
Li3Fe2(PO4)3,-3.881832949963742
Li3Mn2Fe(BO3)3,-5.136930169866561
Na3Li3Fe2P2(CO7)2,-4.447785990130865
Li3AsO4,-3.4469403049061387
Li3YN2,-2.2422748304984887
Li3AlF6,-2.7892486186059706
Li3Fe(BO3)2,-3.886623477784821
Li3Pr3(TeO6)2,-3.1847758169623828
Li3Ga(BO3)2,-3.9823847065771707
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3VSi2O7,-3.17404708701826
Na3Li3In2F12,-4.1167126518447645
Li3V2(PO4)3,-2.999337283695862
Li3Sm2(BO3)3,-4.539134549554306
Li3Nd2H6(N3O10)3,-3.1055928549582457
Li3FeF6,-3.217799246721553
Li3P11(H3N)17,-3.6867077836987905
NaLi3V4O12,-1.9018398583482914
Li3BS3,-4.1777557596480275
Li3Mo2(PO4)3,-3.8069417250748394
Li3FeF6,-3.217799246721553
Li3MnP2(O3F2)2,-3.961952774271662
Li3NiF6,-3.5302174845147976
Li3Bi(BO3)2,-3.8578726574729902
Li3Fe2P2(O4F)2,-3.7946854870094127
K2Li3B(P2O7)2,-3.9843367154373044
Li3FeNi2(PO4)3,-3.68416354390015
Li3BiO3,-3.2382906178884996
Na5Li3V8O24,-1.9929112997234784
Li3Dy(NO3)6,-3.485345428279711
Li3U7(PO7)5,-2.129843644614795
Li3MnFe2(BO3)3,-5.010656543508819
NaLi3Fe4(SiO3)8,-4.59716835383759
Li3PO4,-2.793906624317341
Li3FeF6,-3.217799246721553
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3SbS4,-2.16655768526404
Li3V3(PO4)4,-2.906272362503789
Li3Lu(NO3)6,-2.493575824911476
Li3VSi4(HO6)2,-3.7409272891296625
Li3Fe(MoO4)3,-4.699472132146595
Li3Pr2(BO3)3,-4.465668204804889
Li3VOF5,-1.8815543771101688
Li3Gd3(TeO6)2,-3.5641816750564916
Li3MnFe2(BO3)3,-5.010656543508819
Li3Er(NO3)6,-3.485164528643944
Li3V2(PO4)3,-2.999337283695862
Li3BO3,-3.8762274576704634
KNa2Li3Cr2(Si2O5)6,-4.235575277654267
Li3Zn2SbO6,-3.2625093136243084
Li3ScF6,-1.4376462514871866
Li3Co2P5O16,-3.699166915303415
Li3V(H6O5)2,-2.1242560474351437
Li3B11O18,-5.294137321386769
Li3H6Rh,-2.9652156840957833
Li3B(PO4)2,-4.068571002353311
Li3Sb3P8O29,-3.1749518692277126
Li3Nd2(BO3)3,-4.495016429972068
Li3In2(PO4)3,-4.3895663530158195
Li3ScN2,-2.823739107903675
Li3VSi2O7,-3.17404708701826
Li3Gd(NO3)6,-2.6361285976234288
NaLi3SiO4,-3.4156528441135032
Li3Cr2(PO4)3,-3.898335820874109
NaLi3Fe4(SiO3)8,-4.59716835383759
Li3Mo3(PO4)4,-4.117814680329033
Li3Ni2P5O16,-3.8247062054304335
Li3Fe2(PO4)3,-3.881832949963742
Li3B5(HO5)2,-4.847872796115539
NaLi3(H2N)4,-2.8704536637482216
Li3GaN2,-3.997813493343423
Li3Tm3(TeO6)2,-3.324736565061994
Li3U7(AsO7)5,-2.8814056525387657
Li3In(BO3)2,-3.845068680765695
NaLi3Fe4(SiO3)8,-4.59716835383759
Li3AlGeO5,-4.106387848656291
Li3Sc2(PO4)3,-1.6867862805523108
Li3MnFeCo(PO4)3,-3.8132288474135776
Li3Cr2(PO4)3,-3.898335820874109
Li3AuS2,-2.5707814748377125
Li3InO3,-4.220566446637927
Li3InCl6,-3.7421782305658313
Li3MnFeCo(PO4)3,-3.8132288474135776
K2Li3GaO4,-3.917219787566971
Li3Cr2FeO6,-2.633142049024683
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4Zn(PS4)2,-3.2839895881009395
Li4SnS4,-3.0419477870491414
Li4Ca3(SiN3)2,-2.9810936319529597
Li4H3ClO3,-1.8390060743469623
Li4Cr3FeO8,-2.626367199656708
Li4Mn3O8,-3.223650844321379
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4Ni(PO4)2,-2.975236360093151
Li4Zn(PS4)2,-3.2839895881009395
Li4MnFe3(BO3)4,-5.008275609060866
Li4Zn(PS4)2,-3.2839895881009395
Li4TiO4,-2.546406561534612
Li4Ga3Si3ClO12,-4.37173386804533
Li4V2SiGeO10,-2.881668059687127
Li4Cr3FeO8,-2.626367199656708
Li4NbFe(TeO6)2,-3.433678806887363
Li4TaN3,-2.8139818221225545
Li4VCr3O8,-2.387916507676407
Li4Mn2(PO4)3,-3.9155559844581065
Li4Fe(BO3)2,-4.2434435397559085
Li4Fe2P4H3O16,-3.414161078304982
Li4MnFe3(BO3)4,-5.008275609060866
Li4FeSi2O7,-3.17986343153475
Li4Ga3Si3BrO12,-4.317917098841618
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4V3CrO8,-1.894903835085632
Li4MnGe2S7,-3.4038600139773574
Li4Cr3GaO8,-3.451540221673956
Li4AlCr3O8,-3.779902562501289
Li4MnV(PO4)3,-3.404516087094744
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4VP2(O4F)2,-2.593975504067887
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4GeS4,-2.849577526615539
Li4Fe3Ni(PO4)4,-3.703325558740744
Li4Sc3In(SiO3)8,-3.68255873831455
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4V(BO3)2,-4.434315061396122
Li4GeS4,-2.849577526615539
Li4MnFe3(BO3)4,-5.008275609060866
Li4Al3Si3ClO12,-3.9732105451262343
Li4Ga3Si3IO12,-4.267380661153291
Li4Cr3GaO8,-3.451540221673956
Li4Co(PO4)2,-3.318461046726358
Li4Fe2Si3O10,-3.9158232466976015
Li4Nb2Ni3Sn3O16,-3.5272944097754593
Li4Mn2Si3O10,-3.77540390752726
Li4Ca2Mg(SiN3)2,-2.705292330934492
Li4Cr3FeO8,-2.626367199656708
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4MnFe3(PO4)4,-3.8868668196172864
Li4VCr3O8,-2.387916507676407
Li4UO5,-1.5226864468656591
Li4NbIn3(PO4)6,-4.15215758266825
Li4MnFe3(BO3)4,-5.008275609060866
Li4Al3Ge3BrO12,-4.165872886673176
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4VFe3(PO4)4,-3.3072968667290548
Li4Zn(PS4)2,-3.2839895881009395
Li4Ti7O16,-1.537140170559646
Cs3Li4(BO2)7,-4.927564818815833
Li4Zn(PS4)2,-3.2839895881009395
Li4Al3Cr3(SbO8)2,-3.7907385859892644
Li4Mn(PO4)2,-3.057456012736274
Li4NbCr(WO6)2,-3.3222390947627214
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4AlCr3O8,-3.779902562501289
SrLi4Ca(SiO4)2,-3.0173221484922417
Li4CoTeO6,-3.3430945717360774
Li4TiS4,-2.2767877540975894
Li4Zn(PS4)2,-3.2839895881009395
Li4H6Ru,-3.4198137393683345
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4ScIn3(SiO3)8,-3.7055438131758285
Li4MnFe3(BO3)4,-5.008275609060866
Li4Zn(PS4)2,-3.2839895881009395
Li4H3BrO3,-2.3983513395710783
Sr3Li4(SiN3)2,-2.841331113685784
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4VCr3O8,-2.387916507676407
Li4VCr3O8,-2.387916507676407
Li4Cr3GaO8,-3.451540221673956
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4CrO4,-2.8683769748994177
Li4AlCr3O8,-3.779902562501289
Na4Li4MnFe3P4(O4F)4,-3.325183738029307
Li4VCr3O8,-2.387916507676407
Sr3Li4(GeN3)2,-3.233988882104648
Li4MnFe3(BO3)4,-5.008275609060866
Li4Cr3FeO8,-2.626367199656708
Li4ZnIn2F12,-4.416255132346961
Li4Nb2Cr3Fe3O16,-3.5974618972117614
Li4Fe(BO3)2,-4.2434435397559085
Li4Cr3FeO8,-2.626367199656708
Li4Cr3FeO8,-2.626367199656708
Li4MnFe3(PO4)4,-3.8868668196172864
Li4P5HO15,-3.388459395097625
Li4WO5,-2.9399327097817887
Li4Cr3GaO8,-3.451540221673956
Li4MnCr3(PO4)4,-3.616473450073245
Li4MnFe3(BO3)4,-5.008275609060866
Li4Mn3Cr(PO4)4,-3.7953810347771637
Li4AlCr3O8,-3.779902562501289
Li4Ca(BO3)2,-4.153793991692663
Li4ScFe3(SiO3)8,-3.6988020760173104
CsLi4(BO2)5,-4.795847038968924
Li4MnFe3(BO3)4,-5.008275609060866
Li4V3CrO8,-1.894903835085632
Li4SiO4,-3.358051796048416
Li4V3CrO8,-1.894903835085632
Li4Re6S11,-3.327103148612905
Li4SiO4,-3.358051796048416
Li4Mn3Ni(PO4)4,-3.6621227465368738
Li4Zn(PS4)2,-3.2839895881009395
Li4P2O7,-2.598514863328298
Li4Cr3CoO8,-2.5817422958397933
Li4Zn(PO4)2,-3.1523604439526443
Li4Ni5(P3O11)2,-3.8349422303906215
Li4Mg(HN)3,-1.9413425806500455
Li4CrO4,-2.8683769748994177
Li4Cr3GaO8,-3.451540221673956
Li4Mn3Co(PO4)4,-3.859562909621965
Li4AlCr3O8,-3.779902562501289
Li4Mn3Fe(PO4)4,-3.8499017370952977
Li4Ti5O12,-1.381231745968024
KLi4AlO4,-3.8690791182914976
Li4Zn(PS4)2,-3.2839895881009395
Li4Sc3In(SiO3)8,-3.68255873831455
NaLi4(H2N)5,-2.8455389388122354
Li4Cr3FeO8,-2.626367199656708
Li4Al3Ge3IO12,-3.940775217758203
Li4Ti5O12,-1.381231745968024
Li4Re6S11,-3.327103148612905
Li4Ge5O12,-4.047821283488454
Li4ScFe3(SiO3)8,-3.6988020760173104
Li4Be3P3ClO12,-2.7494770207141603
Li4Zn(PS4)2,-3.2839895881009395
Li4MnFe3(BO3)4,-5.008275609060866
Li4SeO5,-3.691518421482551
Li4Zn(PS4)2,-3.2839895881009395
Li4Nd3SbTeO12,-2.824224150831141
Li4MnFe3(PO4)4,-3.8868668196172864
Li4Cr3FeO8,-2.626367199656708
Li4Zn(PS4)2,-3.2839895881009395
Li4Cr3FeO8,-2.626367199656708
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4H6Os,-3.6694298319060037
Li4AlCr3O8,-3.779902562501289
Li4Be3P3IO12,-3.694163129843261
Li4Nb2V3Fe3O16,-3.4375861717482534
Li4CrFe3O8,-3.8094353826983403
Li4B7ClO12,-5.502146070165315
Li4MnCo3(PO4)4,-3.7958371041031054
Li4V3Cr3(WO8)2,-2.8080241518474325
Li4NbFe(WO6)2,-3.9216321421560987
Li4CoNi3(PO4)4,-3.777331242546146
Li4AlCr3O8,-3.779902562501289
Li4Mn(BO3)2,-4.146699759676204
Li4CrFe3O8,-3.8094353826983403
Li4V2SiGeO10,-2.881668059687127
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4MnSi2O7,-3.044526660475419
Li4Cr3CoO8,-2.5817422958397933
Li4VCr3O8,-2.387916507676407
Li4Cr3GaO8,-3.451540221673956
Li4Be3As3ClO12,-3.304985991906088
Li4Cr3GaO8,-3.451540221673956
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4MnFe3(BO3)4,-5.008275609060866
Li4Mn3Fe(PO4)4,-3.8499017370952977
Li4MnSi2O7,-3.044526660475419
Li4Be3As3BrO12,-3.589439573192356
Li4Zn(PS4)2,-3.2839895881009395
Li4Fe(BO3)2,-4.2434435397559085
Li4MnFe3(BO3)4,-5.008275609060866
Li4TiS4,-2.2767877540975894
Li4NCl,-1.8597423454957822
Li4Cr3FeO8,-2.626367199656708
NaLi4(H2N)5,-2.8455389388122354
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4SnSe4,-1.6377762890481047
Li4Fe(PO4)2,-3.2844446801680336
Li4MnNi3(PO4)4,-3.6287284238133646
Li4Mn3Fe(PO4)4,-3.8499017370952977
Li4MnF7,-2.6952531257331307
Li4MnFe3(BO3)4,-5.008275609060866
Li4MnV(PO4)3,-3.404516087094744
Li4Zr8V3(P3O16)3,-1.5437559711603235
Li4SiO4,-3.358051796048416
Li4TiS4,-2.2767877540975894
Li4TeO5,-3.63669287255079
Li4ZrF8,-1.6564252723579593
Li4Cr2Si3O10,-4.047788912385996
Li4FeCo3(PO4)4,-3.80391437001417
Li4GeS4,-2.849577526615539
Li4Mn3Fe(BO3)4,-5.135474525029581
Li4MnFe3(PO4)4,-3.8868668196172864
Li4AlCr3O8,-3.779902562501289
Li4AlCr3O8,-3.779902562501289
Li4VCr3O8,-2.387916507676407
Li4WO5,-2.9399327097817887
Li4Cr3GaO8,-3.451540221673956
Li4MoO5,-3.0356608576562887
Li4GeO4,-3.626900648619243
Li4Si2NiO7,-3.436102804364551
Li4MnV(PO4)3,-3.404516087094744
Li4CaB10(HO5)4,-5.610022588925297
Li4FeSi2O7,-3.17986343153475
Li4VCr3O8,-2.387916507676407
Li4Fe3Co(PO4)4,-3.812255571243764
Li4MnV3(P2O7)4,-3.347431925159719
Li4Ca2B16(H2O5)7,-4.925667887095839
KLi4NbO5,-2.4220687482812537
Na3Li4Th6F31,-1.7119272521019175
Li4V3CrO8,-1.894903835085632
Li4VO4F,-2.4209231925507324
Li4Zn(PO4)2,-3.1523604439526443
Li4P2O7,-2.598514863328298
Li4Cr3CoO8,-2.5817422958397933
Li4Mo5O17,-4.51750491336532
Li4Cr3CoO8,-2.5817422958397933
Li4Zn(PS4)2,-3.2839895881009395
Li4MnFe3(BO3)4,-5.008275609060866
Li4Cr3GaO8,-3.451540221673956
Li4HN,-2.048234011215631
Li4Zn(PS4)2,-3.2839895881009395
Li4FeNi3(PO4)4,-3.7861802358090983
Li4MnFe3(BO3)4,-5.008275609060866
Li4Be3P3BrO12,-3.8073515180000377
Li4CrFe3O8,-3.8094353826983403
Li4P2O7,-2.598514863328298
Li4Al3Ge3ClO12,-3.98681385200561
Li4Zn(H2N)6,-2.745624364109153
Li4Cr3FeO8,-2.626367199656708
Li4MnFe3(BO3)4,-5.008275609060866
Li5Fe(SiO4)2,-3.1435351811019103
Li5Ni2O2F5,-2.9694412574557307
Li5Ca9B7O21F2,-3.9402166601983657
Li5SiN3,-2.991423019282345
Li5Ti7In(PO4)12,-3.351495210556245
Li5V2P5O18,-3.0264085832591436
Li5SbS3I2,-1.7560927112970317
CsLi5(BO3)2,-2.939356962705969
Li5Fe2P2(CO7)2,-4.381807993653206
Li5TaO5,-2.2193095621960914
Li5P(S2Cl)2,-1.809859697206501
Li5Ti2Fe3O10,-2.091835956212234
Li5GaO4,-4.069333939696898
Li5CoO4,-2.8299631266387406
Na4Li5(BO3)3,-3.678039721478372
Li5NiO4,-2.8531005369042335
Li5B(SO4)4,-4.168049436537009
Li5SbO5,-3.1362609837976083
Li5TlO4,-3.6622618638945323
Li5ReN4,-3.180863284121229
Li5AuO4,-3.0262384503258026
Li5Ga(GeO4)2,-4.137337701812639
Li5Ti6FeO16,-1.5571525026029784
Li5CrFe4(P2O7)5,-3.7634477208599013
Cs2Li5(BO2)7,-4.563505728638048
NaLi5Ti3Cr3(PO4)9,-3.2411523830065443
Li5IO6,-3.309418268634948
Li5Sc2Fe3(SiO3)10,-3.6204381587514516
Li5FeO4,-2.870065880343152
Li5Ti2Fe5O12,-2.231192773800121
Li5NCl2,-1.749198123650777
CsLi5Mn(P2O7)2,-3.2735507489450844
Li5AuO4,-3.0262384503258026
Li5VP2(O4F)2,-1.7199570191926339
Li5AlO4,-3.7047307867506722
Li5Br2N,-1.4603784279407446
Li5B7S13,-4.825483125315747
Li5Sb2P5O18,-3.19997084422152
Li5P2N5,-2.270081256259785
Li5TaO5,-2.2193095621960914
Rb2Li5(BO2)7,-4.705212604526455
Li5Bi2P5O18,-2.9975239387922588
Li5CrCl8,-2.234048154216451
Li5Sm3(SbO6)2,-2.8478380879866148
Li5La5(SiN3)4,-2.0115425535434506
Li5ReO6,-2.6218941953901984
Li5Cr3(PO4)4,-3.6545038910600747
Li5ReO6,-2.6218941953901984
Li5NbO5,-3.068724331071154
Li5InO4,-3.919687122851669
Li5AlO4,-3.7047307867506722
Li5TiN3,-3.038169184902091
Li5Fe5(NiO6)2,-4.063290874286427
Li5Al(SiO4)2,-3.228735720220529
Li5Mn6(BO3)6,-5.00812408490002
Li5NbO5,-3.068724331071154
Li6Mn5Fe(BO3)6,-5.137286717792332
Li6Zn3(PS4)4,-3.1772864859581715
Li6Bi(BO3)3,-3.7518481648116397
Li6PS5I,-2.5187771060116018
Li6MnFe5(BO3)6,-5.012902406798245
Li6ScFe5(SiO3)12,-3.6857089490066204
Li6NiO4,-2.7145897128963825
Li6PS5I,-2.5187771060116018
Li6Ti2O7,-1.545905968756368
Li6Mn5Fe(BO3)6,-5.137286717792332
Li6P8W3O29,-2.8908564876190557
Li6Ho(BO3)3,-3.6598783956084473
Li6Zn3(PS4)4,-3.1772864859581715
Li6MnFe5(BO3)6,-5.012902406798245
Li6Zn3(PS4)4,-3.1772864859581715
Li6V3Fe(PO4)6,-3.41258757259092
Li6Ti2O7,-1.545905968756368
Li6Ti3P8O29,-2.7253233907683763
Li6Sn3P8O29,-4.252107806164806
Li6B4O9,-4.034532898184869
Li6Mn5Fe(BO3)6,-5.137286717792332
Li6PClO5,-2.2119784010348456
Li6VCl8,-1.8291715181902928
Li6V3P8O29,-2.884619889833013
Li6Zn3(PS4)4,-3.1772864859581715
Li6MgBr8,-1.8793559211017263
Li6Ge2O7,-3.867844601182032
Li6NiO4,-2.7145897128963825
Li6NiO4,-2.7145897128963825
Li6Hf2O7,-1.6516202742258466
Li6MnFe5(BO3)6,-5.012902406798245
Li6AsS5I,-1.1575356483896087
Li6Y(BO3)3,-3.3609437544716254
Li6NiO4,-2.7145897128963825
Li6V3P8O29,-2.884619889833013
Li6MnFe5(BO3)6,-5.012902406798245
Li6PBrO5,-2.9170008287456684
Li6V3P8O29,-2.884619889833013
Li6Zn3(PS4)4,-3.1772864859581715
Li6MnFe5(BO3)6,-5.012902406798245
Li6Sm(BO3)3,-3.9776108931466343
Li6MnFe5(BO3)6,-5.012902406798245
Li6Zn3(PS4)4,-3.1772864859581715
Li6CoO4,-2.8040616532681217
Sr3Li6Ta2O11,-1.9428033835560878
Li6Zn3(PS4)4,-3.1772864859581715
