"formula","Ea_1D","Ea_2D","Ea_3D","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","two_theta1","two_theta2","two_theta3","two_theta4","two_theta5","two_theta6","two_theta7","two_theta8","two_theta9","two_theta10","two_theta11","two_theta12","two_theta13","two_theta14","two_theta15","two_theta16","two_theta17","two_theta18","two_theta19","two_theta20"
"K5PrLi2F10",1.474609375,1.787109375,2.919921875,56,13.8888888888889,7.85185185185185,92,53.5555555555556,43.8271604938272,133.96665,30.0147323333333,17.3678617777778,1150.5,240.501666666667,207.77962962963,16,10,7.77777777777778,4,2.77777777777778,1.03703703703704,146,113.555555555556,62.8395061728395,3.16,2.61055555555555,1.52160493827161,1,1.61111111111111,0.475308641975309,5,2.77777777777778,2.46913580246914,0,0,0,3,0.166666666666667,0.314814814814815,6,4.55555555555556,2.76543209876543,1,0.388888888888889,0.475308641975309,1,0.555555555555556,0.493827160493827,0,0,0,11,0.611111111111111,1.15432098765432,10,1.55555555555556,1.04938271604938,63.3991666667,29.5261111111167,24.8946296296444,1.97,1.09444444444444,0.97283950617284,0,0,0,214,108.166666666667,103.518518518519,14.0745149465886,15.1900567401343,16.8831299952614,16.9434823443946,24.0075535551186,27.3665430333704,28.3671509219643,28.4948193906971,29.1521661683934,32.4520507878255,35.3537087610056,36.2570496287134,36.5407370252475,36.6173733043167,41.3560152465701,43.9298798760423,43.9972595505561,46.2043863252127,46.5901592544154,50.7155154264549
"K5EuLi2F10",1.435546875,1.767578125,3.720703125,60,14.1111111111111,8.14814814814815,92,54,43.3333333333333,145.023,30.628974,18.1868506666667,1041.5,234.446111111111,201.051234567901,16,10,7.77777777777778,4,2.77777777777778,1.03703703703704,146,113.277777777778,62.5308641975309,3.16,2.61361111111111,1.51820987654321,1,1.61111111111111,0.475308641975309,5,2.77777777777778,2.46913580246914,0,0,0,7,0.388888888888889,0.734567901234568,8,4.77777777777778,2.93827160493827,1,0.388888888888889,0.475308641975309,1,0.555555555555556,0.493827160493827,0,0,0,7,0.388888888888889,0.734567901234568,6,1.33333333333333,0.62962962962963,63.3991666667,29.5697222222278,24.9527777777926,1.97,1.09444444444444,0.97283950617284,0,0,0,214,110.111111111111,105.679012345679,14.1095927669348,15.1943156937498,16.8836060530748,16.9763505002889,24.0314475346493,27.4428909942349,28.4389716718701,28.4977382835264,29.1785688515963,35.4199941439198,36.2648898140679,36.5434822801543,36.7473367793582,38.5009219061688,41.4083204489673,43.9563635667769,44.1136268588638,46.3926419632789,46.6045449764412,50.8203359699219
"LiAsSe2",1.50390625,1.552734375,3.1640625,31,26,11.5,88,65.75,32.375,72.019,59.94565,26.502325,636.31,632.9225,228.53875,15,12,5.5,2,3.5,0.75,9,121.75,3.125,1.57,2.065,0.5425,1,1.75,0.375,4,2.75,1.375,10,7.5,3.75,0,0,0,15,12,5.5,1,0.25,0.375,3,1.75,0.875,0,0,0,0,0,0,2,2,0.5,9.32666666670001,22.652083333325,3.267916666675,0.799,0.3995,0.3995,0,0,0,215,105.75,91.75,15.4233907868297,17.6922476556958,22.4825643468181,26.7463650816538,27.9987036508329,31.1354151160483,31.8795493319603,32.1321588207677,35.8248109014003,43.5139744399624,45.3502394441569,45.8943366432386,46.7636588777513,52.0515622298501,53.0313982809083,54.2108393325633,55.1080955100966,57.8706224446864,69.9145981254536,87.2033174418248
"LiSm(PO3)4",1.083984375,1.767578125,1.89453125,59,12.2777777777778,6.73456790123457,86,77.7777777777778,14.6172839506173,143.419,26.2882693333333,15.868189037037,1290.2,206.971666666667,202.895555555556,15,14.2222222222222,2.71604938271605,4,2.44444444444444,0.641975308641975,132,85.8888888888889,26.5185185185185,2.46,2.89944444444444,0.720740740740741,1,1.94444444444444,0.104938271604938,4,3.33333333333333,0.888888888888889,0,0,0,6,0.333333333333333,0.62962962962963,7,5.61111111111111,0.783950617283951,1,0.055555555555556,0.104938271604938,3,2,0.444444444444444,0,0,0,8,0.444444444444444,0.839506172839506,7,2.5,0.833333333333333,24.125,13.8535714285611,6.33142857141482,1.625,0.361111111111111,0.561728395061728,0,0,0,227,30.3888888888889,37.1358024691358,13.2497310284705,15.3480501829059,20.3228691492547,20.3341707217095,22.4680526794794,22.488590720204,22.9817095968393,27.4115709390892,28.3480364009845,30.0460109722023,30.9308136812755,30.9804324429029,32.4027404460968,32.4320358651874,33.4343841222629,33.8339233856603,38.4253676916442,40.5930257931987,46.9377730759304,47.0839745560723
"Ca3LiOsO6",5,5,5.078125,73,17,12.3636363636364,86,54.6363636363636,35.7355371900826,183.289,37.5819454545455,29.1156760330578,3251.2,675.771818181818,717.802314049587,15,10.0909090909091,6.44628099173554,4,2.90909090909091,1.15702479338843,110,108.727272727273,46.6115702479339,2.46,2.43818181818182,1.09289256198347,1,1.90909090909091,0.165289256198347,4,2.18181818181818,1.98347107438017,6,0.545454545454545,0.991735537190083,14,1.27272727272727,2.31404958677686,21,5.90909090909091,3.02479338842975,1,0.090909090909091,0.165289256198347,2,1.09090909090909,0.991735537190083,4,0.363636363636364,0.661157024793388,0,0,0,4,1.54545454545455,0.942148760330578,28.665,18.0566666666636,10.7527272727289,0,0,0,0,0,0,217,106.363636363636,102.942148760331,19.0042028070954,19.6948823040174,27.5019221093628,31.2678580670179,33.2293120484667,33.6446191372677,34.8643300669744,40.00372937886,43.6575001527083,44.6431297567688,46.272112984843,48.0120646438036,51.7960302603314,52.9517988210494,54.3722667669419,59.3726503610339,60.4306898079563,65.2284960650966,69.7610384924186,75.1976968031548
"Li2Ge4O9",0.634765625,0.83984375,0.849609375,29,13.7333333333333,9.74222222222222,86,73.4,19.3066666666667,65.699,29.8957733333333,22.7969208888889,1156.6,416.412,433.9344,15,13.4666666666667,3.32444444444444,2,2.53333333333333,0.782222222222222,62,88.6666666666667,27.2,2.46,2.73066666666667,0.8512,1,1.86666666666667,0.231111111111111,4,2.93333333333333,1.28,10,2.66666666666667,3.91111111111111,0,0,0,13,7.46666666666667,3.48444444444444,1,0.133333333333333,0.231111111111111,4,2.26666666666667,0.924444444444444,0,0,0,0,0,0,3,2.4,0.853333333333333,13.9,13.8101111111067,5.646133333328,0.383,0.102133333333333,0.149795555555555,0,0,0,217,97.7333333333333,102.88,10.9921099066811,14.4529069292844,18.8977832271245,21.8052057429454,22.0870257908924,23.8721185220699,26.7604900268652,29.0082403670868,30.7494467317479,34.9641948631241,36.0943227595148,38.5853761701608,38.6497060719417,38.9011462924999,44.5332444901707,55.1390973033632,55.5232864730334,57.3025316361092,60.8279257247233,68.2138314586177
"Li3BP2O8",1.064453125,1.064453125,1.171875,12,7.71428571428571,2.40816326530612,86,66.9285714285714,28.2551020408163,24.032762,15.8269088571429,4.52480506122449,2293.2,341.576428571428,334.680612244898,15,12.4285714285714,4.89795918367347,1,2.14285714285714,0.244897959183673,62,86.4285714285714,23.6938775510204,2.46,2.63428571428571,0.920816326530612,1,1.78571428571429,0.336734693877551,4,2.78571428571429,1.44897959183673,0,0,0,0,0,0,5,4.57142857142857,1.75510204081633,1,0.214285714285714,0.336734693877551,5,1.92857142857143,0.826530612244898,0,0,0,0,0,0,4,2.14285714285714,0.653061224489796,15.3977380952,12.4952125850214,4.63491618074184,1.625,0.341,0.535857142857143,0,0,0,227,68.0714285714286,82.9591836734694,12.0471059258025,18.3509753533209,20.7835482052305,21.203590982243,21.9320585374432,23.9565251287618,24.1055752087651,24.230002313331,25.658943043998,28.4358371585421,29.1776309515116,30.0766565798037,30.6815786340334,31.7101895759872,31.7128781623925,32.7213638907634,33.8186155156233,36.7933711512513,42.1271148124734,45.5655952315758
"Li2Mn(PO3)4",0.99609375,1.787109375,1.787109375,22,9.8421052631579,3.76731301939058,86,75.2631578947368,18.0831024930748,47.997045,20.2477838421053,8.16780776731302,1464.2,229.114736842105,220.18703601108,15,13.7368421052632,3.39058171745152,2,2.31578947368421,0.465373961218837,73,85,24,2.46,2.81842105263158,0.785152354570637,1,1.89473684210526,0.188365650969529,4,3.15789473684211,1.06371191135734,5,0.263157894736842,0.498614958448753,0,0,0,6,5.31578947368421,1.0415512465374,1,0.105263157894737,0.188365650969529,3,1.89473684210526,0.598337950138504,5,0.263157894736842,0.498614958448753,0,0,0,4,2.26315789473684,0.598337950138504,13.4652380952,12.8008002765421,4.91187551454183,1.625,0.342105263157895,0.54016620498615,0.000310120689655,1.63221415607895E-05,3.09261629572853E-05,227,43.5263157894737,57.3074792243767,10.5497324646369,12.2608522903422,15.9078608171156,15.9137593398344,16.0319909108349,17.3743429756251,17.5629828927631,17.8052420860177,21.1902333206433,22.4129635328431,24.6649540740717,26.1716136700083,26.9977618959045,28.6040132161826,29.172892421177,33.1619363046405,33.6630242271606,37.1971280852029,37.3713617812898,40.4885864357522
"Li4P2O7",0.3515625,0.56640625,0.56640625,12,7.53846153846154,2.79289940828402,86,59.9230769230769,36.2603550295858,24.032762,15.515948,5.27689107692308,398.89,217.92,175.667692307692,15,11.2307692307692,6.29585798816568,1,2.15384615384615,0.260355029585799,62,91.3846153846154,27.3372781065089,2.46,2.49076923076923,1.02224852071006,1,1.69230769230769,0.42603550295858,4,2.61538461538462,1.6094674556213,0,0,0,0,0,0,5,4.30769230769231,2.03550295857988,1,0.307692307692308,0.42603550295858,3,1.53846153846154,0.946745562130178,0,0,0,0,0,0,2,1.84615384615385,0.520710059171597,13.4652380952,13.4806776556615,4.71226824455858,1.625,0.25,0.423076923076923,0,0,0,227,77.2307692307692,93.396449704142,16.5497455745604,16.6538658327899,17.5906108116331,20.9016031563425,22.5718319797036,22.8749251593498,23.5853229020479,24.5148631130776,27.5674559335748,28.9945109751857,29.2622502729234,33.4579013454199,34.0324777019548,35.4281444736606,35.8975950008105,36.7518845789426,38.1584048870262,39.6861778158657,61.8277777910702,66.12970149601
"Li(VO2(IO3)2)1",2.431640625,2.44140625,2.509765625,50,16.3333333333333,13.3333333333333,95,77.9166666666667,18.1388888888889,119.96347,36.6405533333333,32.4714633333333,2128.2,320.7325,354.576666666667,16,14,3.66666666666667,3,2.66666666666667,1,87,90.5833333333333,32.7777777777778,2.46,2.95416666666667,0.647777777777778,1,1.91666666666667,0.152777777777778,5,3.5,1.16666666666667,10,1.91666666666667,2.875,0,0,0,16,7.33333333333333,3.22222222222222,1,0.083333333333333,0.152777777777778,2,1.5,0.666666666666667,7,0.583333333333333,1.06944444444444,0,0,0,6,2.16666666666667,0.805555555555555,33.91,15.7061111111083,9.25083333332917,1.062,0.177,0.295,0,0,0,217,56.8333333333333,59.7777777777778,14.5308158653432,19.4446188578224,22.1870164917545,24.4110891168732,24.8802592831931,26.1003646822665,26.5639737325745,27.628597642925,29.8947002539851,33.9018073730543,34.5353483702608,35.8413563696804,43.4304860205916,44.0882443374868,44.5926978189305,45.6759020918268,47.367525715191,50.0278810941039,52.8445871484025,54.9598404304217
"Li6Cu(B4O10)1",0.380859375,0.41015625,0.44921875,26,7,3.04761904761905,86,58.4761904761905,32.843537414966,56.605,14.6871428571429,5.90299319727891,2293.2,667.614761904762,705.875827664399,15,10.9047619047619,5.65986394557823,2,2.0952380952381,0.18140589569161,66,90.2857142857143,25.5238095238095,2.46,2.39714285714286,0.993197278911564,1,1.66666666666667,0.444444444444444,4,2.0952380952381,1.8140589569161,10,0.476190476190476,0.90702947845805,0,0,0,10,4.23809523809524,2.32199546485261,1,0.333333333333333,0.444444444444444,5,1.9047619047619,1.26984126984127,0,0,0,0,0,0,4,2.23809523809524,1.05215419501134,9.4208333333,10.9699999999905,3.22285714284444,1.524,0.290285714285714,0.469986394557823,0,0,0,217,113.47619047619,96.6439909297052,12.8911985065623,14.2396083967506,18.3671154120899,20.1015407668437,21.5238260071823,21.9328043510643,27.1279585881441,27.8179343585836,28.0349654785982,28.0547514202491,28.5465137310058,29.005758908455,30.470114933538,31.321344258342,32.6559776256215,37.5341130585192,37.7644617368395,41.112302088571,44.2111574048334,53.6479040446903
"Li(VO2)3(TeO3)2",0.8984375,1.328125,2.3828125,49,15.1111111111111,10.8271604938272,89,75.7222222222222,18.2098765432099,120.659,33.7199055555556,26.602774691358,2128.2,505.867222222222,607.220432098765,15,13.3333333333333,4.14814814814815,3,2.66666666666667,0.962962962962963,87,91.9444444444444,34.5925925925926,2.46,2.85277777777778,0.782962962962963,1,1.94444444444444,0.104938271604938,4,3.11111111111111,1.38271604938272,10,1.61111111111111,2.32716049382716,0,0,0,15,6.66666666666667,2.07407407407407,1,0.055555555555556,0.104938271604938,2,1.55555555555556,0.691358024691358,7,1.16666666666667,1.94444444444444,0,0,0,6,2.77777777777778,1.40740740740741,25.6583333333,13.0227777777722,5.2279629629537,0.464,0.051555555555556,0.091654320987654,0,0,0,217,75.7777777777778,85.037037037037,8.31745711141785,12.8606680656577,20.5652186004918,21.6570358222405,22.9358359276633,23.1415944498279,25.8869980798489,28.3870471253735,29.4504889134445,30.1876660214557,30.8055050978824,31.6236738230015,32.2903357685873,34.4666941531172,34.9468389039212,35.6180447803867,39.2649095670267,50.0466837891601,51.2422451418353,51.585699489208
"Li4((UO2)10O10(Mo2O8))1",0.80078125,5.546875,6.162109375,89,24.4444444444444,26.320987654321,86,66.8518518518519,28.3566529492455,231.08791,59.406487037037,68.8641205761317,2841.2,440.16962962963,542.37207133059,15,12.1111111111111,5.47325102880659,5,3.03703703703704,1.61316872427984,130,97.9259259259259,44.9327846364883,2.46,2.82888888888889,0.860082304526749,1,1.88888888888889,0.197530864197531,4,2.81481481481481,1.66803840877915,5,0.37037037037037,0.576131687242798,3,0.555555555555556,0.905349794238683,5,5.62962962962963,0.685871056241427,1,0.111111111111111,0.197530864197531,2,1.40740740740741,0.834019204389575,9,1.85185185185185,2.88065843621399,11,2.03703703703704,3.3196159122085,19,5.40740740740741,5.44855967078189,10.92,11.9258024691333,3.97001828989136,0,0,0,0,0,0,217,45.5555555555556,47.2263374485597,8.72948152995812,12.3034028871789,15.729387516695,21.8126497543478,23.9022123418993,24.7515726698395,25.2741918612466,25.6525755583926,27.50685729645,28.1072191303289,28.419567801936,29.0076401009842,29.3612529721233,34.7581642687178,35.415019667502,35.4467568344187,40.9179736773864,45.3084758967362,47.3924902456722,51.8953438918576
"LiEu(AsS3)1",0.595703125,2.734375,3.06640625,60,24.5,15.6666666666667,87,62.3333333333333,32.8888888888889,145.023,55.0036,38.9594666666667,706.64,633.961666666667,305.692222222222,15,11.1666666666667,6.11111111111111,4,3.5,1,93,126.666666666667,24.2222222222222,1.6,2.01416666666667,0.621111111111111,1,1.83333333333333,0.277777777777778,4,2.5,1.66666666666667,10,1.66666666666667,2.77777777777778,7,1.16666666666667,1.94444444444444,14,7.16666666666667,3.22222222222222,1,0.166666666666667,0.277777777777778,3,1.5,1,0,0,0,7,1.16666666666667,1.94444444444444,6,2.83333333333333,1.44444444444444,19.8666666667,25.43149305555,4.03155092593333,2.202,1.101,1.101,0,0,0,159,139,69,13.4971474523321,17.409923168037,22.3923585550408,23.8914368836458,25.5118423671426,25.9793991232346,26.6707502212176,27.4167261481197,28.9694804388449,30.1001351947317,32.3952280685906,32.4256244921152,32.8224004623454,33.6493705330302,35.8311890455153,38.5471317450517,41.1492388107966,41.2852623808031,41.6929789128044,51.9473698160666
"Li2CdGeS4",0.322265625,0.48828125,1.318359375,45,18.75,10.625,87,62.875,30.9375,105.47,40.899125,25.8131875,823.04,533.305,184.7525,15,11.5,5.25,3,3.125,0.6875,39,117.5,12.5,1.6,1.9975,0.585625,1,1.75,0.375,4,2.25,1.75,10,2.5,3.75,0,0,0,13,6.5,3.25,1,0.25,0.375,4,1.5,1.125,0,0,0,0,0,0,4,1.75,0.8125,9.1935416667,22.354270833325,3.59528645834375,2.202,1.148875,1.053125,0,0,0,159,144.625,74.625,12.8192716465456,18.8025769957636,22.6474678390006,25.8025866189498,26.1079786831149,27.5955033736159,29.3245963902713,29.5963623353916,30.5354787452729,35.988840735997,37.3682917081814,38.3526753427896,45.6880493946426,46.245793129916,49.8838675462159,50.0584229793561,50.3422075981747,54.2108210970177,54.703622100482,70.3724157346923
"Li2CdSnS4",0.3125,0.52734375,1.279296875,47,21,14,87,63,31,111.769,46.657875,34.4513125,205.86,445.015,56.655,15,11.5,5.25,3,3.25,0.875,39,119.875,14.875,1.6,1.99125,0.58875,1,1.75,0.375,4,2.25,1.75,10,2.5,3.75,0,0,0,13,6.5,3.25,1,0.25,0.375,4,1.5,1.125,0,0,0,0,0,0,4,1.75,0.8125,16.6916666667,23.639270833325,4.55903645834375,2.202,1.101,1.101,0,0,0,159,134.125,64.125,12.5657819862501,18.4577510772248,22.0097858812192,25.2859301022675,25.422507239766,27.1214721170871,28.753428480563,28.8747725742025,35.1983118078027,36.5037591925628,37.5136066238256,44.639512106244,44.8886673893687,47.5874731731316,48.9257271761676,48.9450895231765,49.0226007481139,53.016595016346,53.2359216341042,68.5763259194001
"LiMg4(VO4)3",3.53515625,4.04296875,4.736328125,20,10.8,4.14,86,72.75,17.1,44.0005,22.448915,9.2902095,2128.2,567.6145,626.76985,15,10.8,6.24,2,2.5,0.65,87,97.15,37.38,2.46,2.6195,0.9846,1,1.95,0.095,4,2.4,1.92,3,0.45,0.765,0,0,0,5,4.8,1.5,1,0.05,0.095,2,1.2,0.96,7,1.05,1.785,0,0,0,7,2.3,1.41,13.785,12.822166666665,4.460599999998,0,0,0,0,0,0,217,91.8,95.76,18.5148478897769,18.8558593162239,20.288586433812,26.5459773024435,27.2701943161942,29.0720594656229,31.7843330477055,31.9911454321401,33.4423428094019,37.5364801059676,38.2480041112038,47.3436183036223,52.0323641490739,52.6140204807925,53.1328174961439,53.3763434569283,58.5117174373585,59.8836600906892,62.7922532602033,66.8886125558955
"Li2Ti(GeO4)O",1.11328125,1.11328125,2.314453125,29,11.1111111111111,7.06172839506173,86,62.1111111111111,31.4074074074074,65.699,23.8206666666667,16.1923703703704,1886.2,481.531111111111,486.51950617284,15,11.1111111111111,6.07407407407407,2,2.44444444444444,0.691358024691358,94,96.2222222222222,33.5802469135802,2.46,2.52333333333333,1.01851851851852,1,1.77777777777778,0.345679012345679,4,2.44444444444444,1.7283950617284,10,1.33333333333333,2.07407407407407,0,0,0,13,5.55555555555556,2.37037037037037,1,0.222222222222222,0.345679012345679,4,1.55555555555556,1.03703703703704,8,0.888888888888889,1.58024691358025,0,0,0,7,2.66666666666667,1.48148148148148,13.9,13.1562962962889,4.50144032920988,0.383,0.042555555555556,0.075654320987654,2.25333333333E-05,2.5037037037E-06,4.45102880657778E-06,217,104.111111111111,102.345679012346,18.8455150666217,19.4988817152379,23.6740588376363,26.7745613159306,27.2470188840381,33.3389519064055,38.2264034761132,41.9448542103794,43.2626364920323,44.1938873027418,45.4592541187264,48.4419946676693,55.1699847815229,56.2090843522387,59.0832775704898,59.8306980255283,62.3590320284078,66.0099756561465,69.5240336236014,77.5377195230322
"Li2(MoO3)(TeO3)1",1.181640625,1.328125,1.328125,49,14.8,12.88,89,66.4,29.44,120.659,33.34384,31.374464,2841.2,485.484,529.5384,15,12,5.6,3,2.6,0.96,88,94.4,34.08,2.46,2.686,0.9048,1,1.7,0.42,4,2.8,1.68,10,1.5,2.4,0,0,0,15,6,2,1,0.3,0.42,2,1.4,0.84,5,0.5,0.9,0,0,0,5,2.2,0.76,25.6583333333,13.82699999999,5.666399999988,0.464,0.0464,0.08352,0,0,0,217,91.1,94.92,13.3685451148788,18.3342981697664,20.8852752670004,22.3879305449066,23.7422360319287,23.9396537066083,25.2703602595406,26.0301440002842,28.3453248906054,28.5691599662385,31.6233944530238,32.0255802966453,32.901640679431,33.6247391005242,34.0579317161765,37.0118053266599,42.9115375108744,44.2725128211073,47.2639978669732,57.9457809982446
"Li2(WO3)(TeO3)1",1.083984375,1.396484375,1.396484375,71,18,18,89,66.5,29.3,176.899,42.13184,45.435264,3640.2,565.384,657.3784,15,12,5.6,4,2.7,1.12,96,95.2,35.04,2.46,2.706,0.8808,1,1.8,0.32,4,2.8,1.68,10,1.4,2.24,14,1.4,2.52,19,7.4,4.24,1,0.2,0.32,2,1.4,0.84,6,0.6,1.08,0,0,0,5,2.2,0.76,25.6583333333,13.86299999999,5.709599999988,0.464,0.0464,0.08352,0,0,0,217,91.1,94.92,18.4025031094263,19.8112694605028,20.9494672733543,21.1547095429133,21.1711820534178,22.2271606363128,24.0567499485231,25.1851487407364,25.9444292074818,28.5317964719692,28.5422742329582,31.8437970657962,32.1296168570744,32.7848106343529,33.8562838737998,33.8882942769923,37.0816414286768,42.5507888444733,44.6730903236329,47.3031026654876
"Li3Ca9(BO3)7(LiF)2",0.634765625,2.314453125,2.333984375,17,9.45454545454546,4.31404958677686,92,58.75,34.2954545454545,33.137,19.2060956,8.53850634545455,2294.5,681.755681818182,707.404958677686,16,11,5.95454545454545,2,2.40909090909091,0.650826446280992,119,98,38.7272727272727,3,2.46318181818182,1.07030991735537,1,1.88636363636364,0.201446280991735,5,2.29545454545455,1.87293388429752,0,0,0,0,0,0,6,4.18181818181818,1.99173553719008,1,0.113636363636364,0.201446280991735,5,1.79545454545455,1.21487603305785,0,0,0,0,0,0,5,1.90909090909091,1.0702479338843,30.5975,15.5391856060568,9.33400309916839,1.97,0.332,0.528181818181818,0,0,0,217,104.863636363636,96.8119834710744,27.9771276922913,28.2925451739382,28.6380623666767,28.639372998056,29.2045343776815,29.6292980157245,32.0974966418942,32.1785261673222,32.452112900652,32.6418157341659,32.9573759574903,33.0655864264522,36.6125706867655,36.6524144540412,36.7143989773255,49.2017889942286,49.2946675775369,49.6470288526219,50.3917944290641,50.5963287835967
"LiGa(SeO3)2",0.2734375,0.2734375,0.2734375,31,15,10.8,88,77.5,16,72.019,33.05804,25.693776,439.2,207.34,183.048,15,14.2,2.88,2,2.6,0.84,62,88.6,27.12,2.46,2.853,0.7044,1,1.9,0.18,4,3.3,1.12,10,3,4.2,0,0,0,15,8.2,4.08,1,0.1,0.18,5,2.1,0.58,0,0,0,0,0,0,4,2.2,0.56,16.815,14.19208333333,6.104499999996,0.799,0.1598,0.25568,0,0,0,217,39.3,42.88,16.5172345215462,23.4412416559985,24.3041681656813,26.2548045975798,27.9787697650381,31.3454871854657,31.8454162989019,32.6633959274844,33.3907170958213,39.919816957593,41.7282258182327,44.1055792680615,46.4503295176157,49.7973248226904,55.2581014645614,55.5847961401545,57.3176085007195,58.0880872826293,59.2208784193299,69.716419159148
"Li2Mn(SO4)2",0.517578125,0.537109375,0.654296875,22,9.76923076923077,4.2603550295858,87,71.2307692307692,24.5680473372781,47.997045,20.0727111538462,9.0538325443787,1464.2,280.115384615385,277.31124260355,15,13,4.61538461538462,2,2.30769230769231,0.473372781065089,73,87.1538461538462,26.0355029585799,2.46,2.78384615384615,0.807573964497041,1,1.84615384615385,0.260355029585799,4,3.07692307692308,1.42011834319527,5,0.384615384615385,0.710059171597633,0,0,0,6,5.30769230769231,1.32544378698225,1,0.153846153846154,0.260355029585799,2,1.53846153846154,0.710059171597633,5,0.384615384615385,0.710059171597633,0,0,0,4,2.07692307692308,0.449704142011834,16.681875,12.9298463748846,5.08323556416331,2.202,0.338769230769231,0.573301775147929,0.000310120689655,2.38554376657692E-05,4.40408079983432E-05,217,70.0769230769231,71.5029585798817,15.5288956498487,21.5091183977411,23.0627307697225,23.984405401535,24.0224167562506,25.298796538688,29.5451713571513,30.244635863102,30.2828162837834,31.3525235357722,31.6748253842052,35.5623561179701,36.3815534054932,36.5783360714911,41.511301707355,47.1324383626021,47.8201512263116,50.7513617147328,59.7214614433402,63.2455695311018
"Li2Co(SO4)2",0.595703125,0.595703125,0.888671875,24,9.92307692307692,4.49704142011834,87,71.6923076923077,23.8579881656805,51.992195,20.3800303846154,9.52663136094675,1713.2,299.269230769231,300.885207100592,15,13.1538461538462,4.37869822485207,2,2.30769230769231,0.473372781065089,62,86.1538461538462,24.8047337278106,2.46,2.80923076923077,0.776331360946745,1,1.84615384615385,0.260355029585799,4,3.07692307692308,1.42011834319527,7,0.538461538461538,0.994082840236686,0,0,0,8,5.46153846153846,1.37278106508876,1,0.153846153846154,0.260355029585799,2,1.53846153846154,0.710059171597633,3,0.230769230769231,0.42603550295858,0,0,0,2,1.92307692307692,0.284023668639053,16.681875,12.9111858974308,5.09471893490414,2.202,0.338769230769231,0.573301775147929,1.5484712,0.119113169230769,0.219901235502959,217,68.3076923076923,69.301775147929,14.9969848033515,15.991311083507,18.698524023851,23.0596489233186,23.2633813037579,25.0399858558408,27.4395536014408,28.0571727310918,28.9773712102111,29.1011836349624,31.1232931877819,31.4319804315542,33.432139325325,33.785111894596,35.085595695446,37.9195771292318,39.1980257161362,39.2930232035077,39.9905720660243,43.5597179488142
"Li2Fe(SO4)2",0.625,0.625,0.64453125,23,9.84615384615385,4.37869822485207,87,71.4615384615385,24.2130177514793,48.904,20.1424769230769,9.16116449704142,1756.2,302.576923076923,304.956213017751,15,13.0769230769231,4.49704142011834,2,2.30769230769231,0.473372781065089,66,86.6153846153846,25.3727810650888,2.46,2.80538461538462,0.781065088757396,1,1.84615384615385,0.260355029585799,4,3.07692307692308,1.42011834319527,6,0.461538461538462,0.85207100591716,0,0,0,7,5.38461538461539,1.3491124260355,1,0.153846153846154,0.260355029585799,2,1.53846153846154,0.710059171597633,4,0.307692307692308,0.568047337278107,0,0,0,3,2,0.307692307692308,16.681875,12.9484935897385,5.07176035502249,2.202,0.338769230769231,0.573301775147929,2.1106628,0.162358676923077,0.299739095857988,217,71,72.9230769230769,15.7922229356276,21.4490230816119,23.2192500079224,24.0096538287247,24.4315788168037,25.7340856108334,29.8646856714704,30.494507678684,30.6463586062489,31.8667904522194,31.8947862023823,35.3195946530627,37.0045547068737,37.0199960390002,41.9163123591427,47.4672338367685,48.6776642757193,49.1631257959916,51.6757136452396,60.4743952190666
